Deal Announce Date,Previous Year,Acquirer Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Market_Cap_AD_mil,ROA_percent,Acquirer_GHG_Emissions,Deal Status
2016-11-22,2015,BTE,Baytex Energy Corp,Heavy oil assets/Peace River,,48.28,,11-11-2016,3.66,02-12-2016,4.46,3148.26,2.43,1236120.962,Completed
2016-11-21,2015,PEG,Public Service Enterprise Group Inc,Northampton County solar energy facility/ North Carolina,BayWa r.e. GmbH,12.94,,10-11-2016,30.1,01-12-2016,30.85,15364.7,0.52,16582138.45,Completed
2016-11-18,2015,ALE,ALLETE Inc,Water & Energy Systems Technology Inc,,,,07-11-2016,43.55,28-11-2016,46.76,2577.55,0.75,7939111.427,Completed
2016-11-16,2015,COPEC.SN,Empresas Copec SA,"Exxonmobil Ecuador Cia Ltda,Exxonmobil Andean Holding LLC",Exxon Mobil Corp,747.0,,04-11-2016,6060.96,28-11-2016,6293.24,8237669.16,0.67,,Completed
2016-11-15,2015,SM,SM Energy Co,Producing properties & Undeveloped leasehold interests/Howard County,,,,04-11-2016,28.48,25-11-2016,33.02,3674.92,2.2,244725.72055,Completed
2016-11-10,2015,CEN-H.V,Claren Energy Corp,Petroleum exploration licenses 112 & 444,Perseville Investing Inc,2.0,,28-10-2016,6.0,21-11-2016,6.0,39.12,-428.94,,Completed
2016-11-08,2015,EMR,Emerson Electric Co,Blending & Transfer Systems business,TechnipFMC PLC,,,28-10-2016,40.18,18-11-2016,43.9,23443.9,1.37,186051.8638,Completed
2016-11-04,2015,BKH,Black Hills Corp,Peak View Wind project,,109.0,,24-10-2016,44.29,14-11-2016,43.31,3201.63,0.98,3953611.076,Completed
2016-11-03,2015,BLX.TO,Boralex Inc,Niagara Region wind farm project,Enercon GmbH,173.49,,21-10-2016,15.3,14-11-2016,13.36,1575.27,-0.21,,Completed
2016-11-03,2015,0IUS.L,Genie Energy Ltd,Retail Energy Holdings LLC,,9.5,,,,,,,,,Completed
2016-11-02,2015,TVE.TO,Tamarack Valley Energy Ltd,Spur Resources Ltd,,308.94,,21-10-2016,3.42,14-11-2016,2.83,1499.67,0.16,,Completed
2016-11-02,2015,TGEN,Tecogen Inc,American DG Energy Inc,,25.1,,21-10-2016,4.02,14-11-2016,4.58,106.86,-3.39,,Completed
2016-11-02,2015,TDY,Teledyne Technologies Inc,Assets of IN USA Inc,IN USA Inc,,,21-10-2016,105.14,14-11-2016,120.27,4824.45,1.4,,Completed
2016-11-01,2015,CCI,Crown Castle Inc,"Unnamed Target,Fibernet Direct Florida LLC",NextEra Energy Inc,1500.0,,21-10-2016,67.89,11-11-2016,58.83,27956.48,0.8,16283.71678,Completed
2016-11-01,2015,OXY,Occidental Petroleum Corp,Enhanced Oil Recovery Assets/Texas,,,,21-10-2016,58.88,11-11-2016,51.25,51100.93,-0.15,9278730.312,Completed
2016-10-31,2015,CNP,CenterPoint Energy Inc,Atmos Energy Marketing LLC,Atmos Energy Corp,40.0,,20-10-2016,17.19,10-11-2016,17.54,11272.82,0.57,1454324.0857,Completed
2016-10-31,2015,NEE,NextEra Energy Inc,Oncor Electric Delivery Co LLC,Texas Energy Future Capital Holdings LLC,27.0,6.93,20-10-2016,25.12,10-11-2016,23.28,53273.16,0.63,49669111.59,Completed
2016-10-31,2015,POR,General Electric Co,Baker Hughes Co,,,,20-10-2016,31.18,10-11-2016,31.32,3549.64,0.3,,Completed
2016-10-27,2015,PF6.DU,Parkland Corp,PNE Corp,,17.0,,,,,,,,,Completed
2016-10-27,2015,PF6.DU,Parkland Corp,PNE Corp,,17.0,,,,,,,,,Completed
2016-10-27,2015,PF6.DU,Parkland Corp,3 service stations,Seven-Eleven Japan Co Ltd,,,,,,,,,,Completed
2016-10-27,2015,PF6.DU,Parkland Corp,3 service stations,Seven-Eleven Japan Co Ltd,,,,,,,,,,Completed
2016-10-25,2015,EQT,EQT Corp,Trans Energy Inc,,47.18,,14-10-2016,34.12,04-11-2016,32.04,19617.81,1.05,274827.99186842,Completed
2016-10-25,2015,EQT,EQT Corp,Trans Energy Inc,,47.18,,14-10-2016,34.12,04-11-2016,32.04,19617.81,1.05,274827.99186842,Completed
2016-10-25,2015,EQT,EQT Corp,35 Marcellus wells,"Trans Energy Inc,Alpha Natural Resources Inc",,,14-10-2016,34.12,04-11-2016,32.04,19617.81,1.05,274827.99186842,Completed
2016-10-25,2015,EQT,EQT Corp,35 Marcellus wells,"Trans Energy Inc,Alpha Natural Resources Inc",,,14-10-2016,34.12,04-11-2016,32.04,19617.81,1.05,274827.99186842,Completed
2016-10-24,2015,AMID,American Midstream Partners LP,AMID Merger LP,,304.34,30.41,,,,,,,,Completed
2016-10-20,2015,TOU.TO,Tourmaline Oil Corp,"Alberta Deep Basin,NEBC Montney Complex",Shell PLC,1032.1,,07-10-2016,24.81,31-10-2016,23.65,9095.29,1.75,,Completed
2016-10-19,2015,OII,Oceaneering International Inc,Blue Ocean Technologies LLC,,30.0,,07-10-2016,27.18,31-10-2016,23.25,2678.63,2.4,50457.66,Completed
2016-10-19,2015,VSOLF,Three Sixty Solar Ltd,Paradox north property,"Unknown Seller,Sustainable Capital Corp",0.23,,,,,,,-78.63,,Completed
2016-10-19,2015,DDEJF,Dundee Corp,Tender Choice Foods Inc,,,,07-10-2016,5.0,31-10-2016,4.78,428.91,2.37,,Completed
2016-10-18,2015,SM,SM Energy Co,35700 acres in the Midland Basin/West Texas/US,Qstar LLC,1607.27,,07-10-2016,36.43,28-10-2016,32.09,4142.11,2.2,244725.72055,Completed
2016-10-18,2015,CHRD,Chord Energy Corp,Williston Basin assets/Texas,SM Energy Co,765.8,,07-10-2016,7.46,28-10-2016,7.57,415.42,1.62,179568.8143,Completed
2016-10-18,2015,BES.V,Braille Energy Systems Inc,Braille Holdings Inc,Grafoid Inc,1.53,,07-10-2016,0.11,28-10-2016,0.04,3.97,-71.87,,Completed
2016-10-18,2015,PMPG,Premier Products Group Inc,Satic Inc,,,,07-10-2016,0.0,28-10-2016,0.0,1.09,,,Completed
2016-10-17,2015,DK,Delek US Holdings Inc,Alon USA Energy Inc,,792.06,27.23,06-10-2016,14.0,27-10-2016,13.53,837.05,-6.21,,Completed
2016-10-17,2015,INVX,Innovex International Inc,TIW Corp,,143.0,,06-10-2016,56.53,27-10-2016,49.95,3661.49,7.29,,Completed
2016-10-13,2015,PUL.V,Pulse Oil Corp,Hydrate Resources Corp,,2.12,,30-09-2016,0.04,24-10-2016,0.04,23.38,0.36,,Completed
2016-10-13,2015,BNRD.XC,Brenntag SE,Lubricants Business/Noco Inc,NOCO Inc/NY,,,30-09-2016,41.3,24-10-2016,43.08,6168.15,1.06,,Completed
2016-10-12,2015,SUN,Sunoco LP,Retail convenience store assets & wholesale fuel business,Denny Oil Co,53.0,,30-09-2016,13.03,24-10-2016,13.18,1747.62,0.72,14512.086290000001,Completed
2016-10-07,2015,FK2.DU,Expro Group Holdings NV,Blackhawk Group Holdings Inc,"Management Group,Bain Capital Private Equity LP (Fund: Bain Capital Fund X LP)",307.26,,,,,,,0.99,,Completed
2016-10-07,2015,SRE,Sempra,Spire Mississippi Inc,,,,26-09-2016,42.38,17-10-2016,40.24,25765.22,0.7,8239048.483,Completed
2016-10-05,2015,CRBO,Carbon Energy Corp,Natural gas wells and gathering facilities assets,,9.0,,23-09-2016,25.6,17-10-2016,16.0,33.22,,,Completed
2016-10-04,2015,SLSDF,Select Sands Corp,OPS's dry plant & assets,Ozark Premium Sand LLC,3.32,,23-09-2016,0.37,14-10-2016,0.64,45.45,-5.75,,Completed
2016-10-03,2015,GPRE,Green Plains Inc,"Fleischmann's Vinegar Co Inc,SCI Ingredients Holdings Inc",Stone Canyon Industries LLC,258.3,,22-09-2016,23.45,13-10-2016,24.61,1563.7,-3.08,,Completed
2016-09-29,2015,MKRYF,Manitok Energy Inc,Light oil & NGLs assets/Willisden Green area,,10.28,,,,,,,,,Completed
2016-09-29,2015,NJR,New Jersey Resources Corp,6.3 megawatt medicine bow onshore wind farm,,,,16-09-2016,25.44,10-10-2016,24.57,2528.86,1.83,,Completed
2016-09-28,2015,4YJ0.MU,Spartan Delta Corp,Alberta oil and gas assets/CA,,0.22,,,,,,,0.56,,Completed
2016-09-26,2015,TRP,TC Energy Corp,Columbia Pipeline Partners LP,,2155.05,3.21,15-09-2016,29.76,06-10-2016,29.93,31143.78,0.84,13100004.45,Completed
2016-09-26,2015,DTE,DTE Energy Co,"Stonewall Gas Gathering LLC,Appalachia Gathering system","M3 Midstream LLC,Vega Energy Partners LLC",1300.0,,15-09-2016,59.79,06-10-2016,59.72,12969.26,0.6,17111595.3794,Completed
2016-09-22,2015,PWM.V,Power Metals Corp,Case Lake lithium property,,1.02,,09-09-2016,0.09,03-10-2016,0.1,13.37,1.03,,Completed
2016-09-22,2015,BBLSQ,Petrolia Energy Corp,Twin Lakes San Andres Unit,Whistler Ventures LLC,0.35,,09-09-2016,0.12,03-10-2016,0.14,20.93,-6.23,,Completed
2016-09-19,2015,ABRA.V,AbraSilver Resource Corp,Huayra Minerals Corp,,,,08-09-2016,0.01,29-09-2016,0.01,1.52,-17.77,,Completed
2016-09-15,2015,NRG,NRG Energy Inc,Wind and solar assets,SunEdison Inc,144.0,,02-09-2016,9.92,26-09-2016,9.36,1834.38,2.68,89490677.95,Completed
2016-09-14,2015,CLN.SW,Clariant AG,Kel-Tech Inc/Texas,Arsenal Capital Partners LP,,,02-09-2016,12.21,26-09-2016,11.53,3918.19,,,Completed
2016-09-14,2015,PTEN,Patterson-UTI Energy Inc,Warrior Rig Ltd,,,,02-09-2016,17.29,26-09-2016,16.68,6240.43,-0.88,173556.5501,Completed
2016-09-13,2015,8001.T,ITOCHU Corp,Etonic brand,,,,02-09-2016,939.72,23-09-2016,966.46,1336058.22,1.31,,Completed
2016-09-13,2015,AEPT,American Energy Partners Inc,Hydration Co of PA LLC,,,,02-09-2016,0.4,23-09-2016,8.64,200.77,,,Completed
2016-09-09,2015,TTE,TotalEnergies SE,Upstream Barnett Shale Assets,Expand Energy Corp,420.0,,29-08-2016,29.11,19-09-2016,27.97,65538.97,0.81,41752429.9,Completed
2016-09-09,2015,BNRD.XC,Brenntag SE,Mayes County Petroleum Products Inc,,15.5,,26-08-2016,41.37,19-09-2016,40.37,5800.7,1.06,,Completed
2016-09-07,2015,DUK,Duke Energy Corp,4.7 MW solar farms/Georgia,SolAmerica Energy LLC,,,26-08-2016,56.11,19-09-2016,56.49,43905.11,0.65,109613737.1,Completed
2016-09-06,2015,ENB,Enbridge Inc,Spectra Energy Corp,,42223.61,19.8,26-08-2016,25.28,16-09-2016,27.95,59363.75,0.27,1799858.029,Completed
2016-09-06,2015,EOG,EOG Resources Inc,Yates Petroleum Corp,,2393.44,,26-08-2016,68.75,16-09-2016,69.35,40663.71,2.65,5191570.954,Completed
2016-09-05,2015,0KD2.L,Tubos Reunidos SA,Rotary Drilling Tools USA LLC,"CSL Capital Management LLC (Fund: CSL Energy Opportunities Fund I LP),OFS Energy Fund LLC (Fund: OFS Energy Fund II LP)",21.86,,,,,,,,,Completed
2016-08-31,2015,CEIN,Camber Energy Inc,Producing properties/Lucas Energy Inc,Segundo Resources LLC,82.3,,19-08-2016,138281248.0,12-09-2016,146093744.0,34642135774.55,-72.64,,Completed
2016-08-29,2015,COPEC.SN,Empresas Copec SA,Mapco Express Inc,Delek US Holdings Inc,535.0,,18-08-2016,5827.32,08-09-2016,5880.15,7855027.73,0.67,,Completed
2016-08-29,2015,HGHAF,High Arctic Energy Services Inc,Tervita Production Services Division,Tervita Corp/Old,32.84,,18-08-2016,0.98,08-09-2016,1.07,11.4,82.55,,Completed
2016-08-28,2015,3GY.MU,GCL Technology Holdings Ltd,Certain Assets,SunEdison Inc,150.0,,17-08-2016,0.09,07-09-2016,0.09,,,,Completed
2016-08-27,2015,KEP.BA,Korea Electric Power Corp,Alamosa solar generating plant,Cogentrix Solar Holdings LLC,34.75,,,,,,,0.77,,Completed
2016-08-26,2015,7F4.SG,Tenaz Energy Corp,Low Decline Oil assets/Alberta,,3.08,,,,,,,,,Completed
2016-08-26,2015,CVX,Chevron Corp,SKIL businesses/North America & Europe,Robert Bosch Stiftung GmbH,,,15-08-2016,70.96,06-09-2016,71.47,124461.47,1.26,58701000.07,Completed
2016-08-22,2015,PF6.DU,Parkland Corp,CST Brands Canadian business,Alimentation Couche-Tard Inc,745.27,,,,,,,,,Completed
2016-08-22,2015,GPRE,Green Plains Inc,Ethanol Plants/IL,Abengoa SA,237.0,,11-08-2016,20.77,01-09-2016,22.72,1405.09,-3.08,,Completed
2016-08-22,2015,KEP.BA,Korea Electric Power Corp,Alamosa Solar Generating Project,Carlyle Group Inc/The,,,,,,,,0.77,,Completed
2016-08-18,2015,X0V.HA,M3 Metals Corp,3 claims in Blackwater Region,TTM Resources Inc,0.03,,,,,,,,,Completed
2016-08-18,2015,AFPW,AlumiFuel Power Corp,Staffing business unit,Labor Smart Inc,,,05-08-2016,0.0,29-08-2016,0.0,0.94,,,Completed
2016-08-17,2015,SHEL,Shell PLC,2 properties/Potter,,0.65,,05-08-2016,32.7,29-08-2016,33.06,101473.54,1.09,71999834.78,Completed
2016-08-15,2015,8H1.SG,Hydro One Ltd,Orillia Power Distribution Corp,Corp of The City of Orillia,20.4,,,,,,,,,Completed
2016-08-15,2015,SHEL,Shell PLC,2 properties in Potter & Center townships,,5.5,,04-08-2016,32.67,25-08-2016,33.02,99856.48,1.09,71999834.78,Completed
2016-08-11,2015,SBOX,Superbox Inc,New Fuel Systems Inc,,17.29,,29-07-2016,0.25,22-08-2016,0.5,130.97,,,Completed
2016-08-09,2015,CWEN,Clearway Energy Inc,CVSR Holdco LLC,NRG Energy Inc,574.5,,29-07-2016,11.42,19-08-2016,10.75,905.7,0.02,,Completed
2016-08-09,2015,EXC,Exelon Corp,James A. FitzPatrick nuclear power plant/Scriba,Entergy Corp,110.0,,29-07-2016,19.56,19-08-2016,18.19,18906.06,0.6,7677225.796,Completed
2016-08-08,2015,SM,SM Energy Co,Rock Oil Holdings LLC,Riverstone Holdings LLC,980.0,,28-07-2016,23.98,18-08-2016,33.97,3293.75,2.2,244725.72055,Completed
2016-08-08,2015,JLM.BE,Jericho Energy Ventures Inc,Central Oklahoma leaseholds,EnerVest Ltd,3.9,,,,,,,-7.02,,Completed
2016-08-03,2015,ALPEKA.MX,Alpek SAB de CV,Selenis Canada Inc,Imatosgil Investimentos SGPS SA,,,22-07-2016,32.11,15-08-2016,33.48,71985.19,-1.37,,Completed
2016-08-02,2015,EGY,VAALCO Energy Inc,Etame Marin Permit,Sojitz Corp,,,22-07-2016,0.88,12-08-2016,0.85,85.4,1.17,,Completed
2016-08-01,2015,TSLA,Tesla Inc,Tesla Energy Operations Inc/DE,,5319.16,,21-07-2016,14.7,11-08-2016,14.99,49322.12,1.93,51882.65396,Completed
2016-08-01,2015,RIG,Transocean Ltd,Transocean Partners LLC,,240.96,17.91,21-07-2016,12.13,11-08-2016,10.37,9008.59,0.04,1041609.654,Completed
2016-08-01,2015,AR,Antero Resources Corp,Non-core Southern Marcellus onshore assets/US,Equinor ASA,96.0,,21-07-2016,26.14,11-08-2016,26.94,8044.0,0.82,379811.0321,Completed
2016-08-01,2015,CEU.TO,CES Energy Solutions Corp,Catalyst Oilfield Services 2016 LLC,,,,21-07-2016,3.22,11-08-2016,3.57,,3.16,,Completed
2016-07-29,2015,BRK-B,Berkshire Hathaway Inc,Foremost Renewables LLC,,,,18-07-2016,146.57,08-08-2016,145.56,193040.49,1.71,,Completed
2016-07-27,2015,FTK,Flotek Industries Inc,International Polymerics Inc,,11.25,,15-07-2016,82.14,08-08-2016,92.76,2358.04,1.58,,Completed
2016-07-27,2015,EXC,Exelon Corp,Retail electricity & natural gas business,Consolidated Edison Inc,,,15-07-2016,19.14,08-08-2016,18.94,19296.31,0.6,7677225.796,Completed
2016-07-26,2015,GMED,Globus Medical Inc,Alphatec international operations,Alphatec Holdings Inc,80.0,,15-07-2016,24.77,05-08-2016,23.25,3042.41,0.5,,Completed
2016-07-26,2015,DUK,Duke Energy Corp,Intercession P11,Southern Co/The,,,15-07-2016,59.02,05-08-2016,58.54,46273.57,0.65,109613737.1,Completed
2016-07-25,2015,ROYL,Royale Energy Inc,Matrix Oil Corp,,41.5,,14-07-2016,0.45,04-08-2016,0.64,69.55,-7.96,,Completed
2016-07-20,2015,P3K.MU,Pantheon Resources PLC,West West Double A and West Double A,,9.0,,,,,,,,,Completed
2016-07-15,2015,CAPL,CrossAmerica Partners LP,59 fee gas stations sites,State Oil Co,43.1,,01-07-2016,9.55,25-07-2016,9.37,353.96,1.28,,Completed
2016-07-14,2015,VTLE,Vital Energy Inc,9200 net acres/Midland basin,,125.0,,01-07-2016,220.6,25-07-2016,191.0,8158.0,-6.11,,Completed
2016-07-14,2015,CRON,Cronos Group Inc,Peace Naturals Project Inc,,12.64,,,,,,,3.75,,Completed
2016-07-14,2015,NRIS,Norris Industries Inc,Texas Gulf Coast Assets/Houston,,2.0,,01-07-2016,1.7,25-07-2016,1.71,184.02,-36.85,,Completed
2016-07-14,2015,VM3.F,Vulcan Minerals Inc,Lizard Pond Gold Property,,,,,,,,,-1.17,,Completed
2016-07-13,2015,FANG,Diamondback Energy Inc,Southern Delaware basin assets,Luxe Energy LLC,560.0,,01-07-2016,72.0,25-07-2016,67.87,20955.19,1.6,110412.3509,Completed
2016-07-13,2015,PGPM,Pilgrim Petroleum Corp,Bakken Eagle Ford and Woodford Shale assets,,330.0,,01-07-2016,0.0,25-07-2016,0.0,0.2,,,Completed
2016-07-12,2015,SES.TO,Secure Waste Infrastructure Co,La Glace and Judy Creek Facilities,,20.55,,30-06-2016,6.62,22-07-2016,6.59,1619.5,1.49,,Completed
2016-07-12,2015,VLO,Valero Energy Corp,Parkway Pipeline LLC,Kinder Morgan Inc,,,01-07-2016,36.0,22-07-2016,34.91,10858.44,0.47,27368226.39,Completed
2016-07-07,2015,PR,Permian Resources Corp,Centennial Resource Development LLC,"NGP Energy Capital Management LLC,Unnamed Seller",175.0,,24-06-2016,9.15,18-07-2016,9.07,6350.72,1.28,,Completed
2016-07-07,2015,KEY.TO,Keyera Corp,Bellatrix O'Chiese Nees-Ohpawganuck deep-cut gas plant,Bellatrix Exploration Ltd,86.57,,24-06-2016,22.2,18-07-2016,22.84,5252.44,1.02,,Completed
2016-07-07,2015,CLSK,Cleanspark Inc,Certain Assets/ CleanSpark Holdings,CleanSpark Holdings LLC,18.93,,,,,,,8.88,,Completed
2016-07-06,2015,X0V.HA,M3 Metals Corp,Aspen Gold Property,,0.08,,,,,,,,,Completed
2016-07-05,2015,XIFR,XPLR Infrastructure LP,"199-MW Cedar Bluff Wind Energy Center/Kansas,86-MW Golden Hills Wind Energy Center/California",NextEra Energy Inc,565.0,,24-06-2016,17.98,15-07-2016,19.49,1803.99,-0.56,2810.197354,Completed
2016-07-01,2015,OAK-PA,Oaktree Capital Group LLC,"Array Technologies Inc,Array Technologies Patent Holding Co",,,,,,,,,,,Completed
2016-06-30,2015,VRN,Veren Inc,"Flat lake resource assets,Waterflood assets",Husky Energy Inc,185.8,,17-06-2016,12.34,11-07-2016,12.1,7761.95,1.25,2760128.652,Completed
2016-06-30,2015,PQEFF,Petroteq Energy Inc,Accord GR Energy Inc,,7.13,,17-06-2016,3.58,11-07-2016,3.27,2749.61,,,Completed
2016-06-29,2015,MKRYF,Manitok Energy Inc,Raimount Energy Inc,,3.96,,,,,,,,,Completed
2016-06-28,2015,MDU,MDU Resources Group Inc,Dakota Prairie Refining LLC,Calumet Specialty Products Partners LP,28.5,,17-06-2016,6.36,08-07-2016,6.55,1284.95,0.78,2205069.255,Completed
2016-06-28,2015,8001.T,ITOCHU Corp,Purenergy I LLC,,,,17-06-2016,936.33,08-07-2016,923.52,1289600.42,1.31,,Completed
2016-06-28,2015,EPD,Enterprise Products Partners LP,Gas Plant,BP PLC,,,17-06-2016,14.83,08-07-2016,15.54,32929.48,1.89,851.6391412,Completed
2016-06-28,2015,RBA,RB Global Inc,Sheehan Pipe Line Construction Co,Integrated Pipeline Services Inc,,,17-06-2016,27.61,08-07-2016,29.29,5080.84,1.0,11059.9264,Completed
2016-06-24,2015,4091.T,Nippon Sanso Holdings Corp,Air Liquide US gas assets,Air Liquide SA,781.0,,13-06-2016,808.48,04-07-2016,838.59,305491.64,,,Completed
2016-06-23,2015,WKC,World Kinect Corp,"PAPCO Inc,Associated Petroleum Products Inc",,230.0,,10-06-2016,38.79,05-07-2016,41.57,2353.33,-1.51,,Completed
2016-06-23,2015,SUN,Sunoco LP,Emerge's fuels business,Emerge Energy Services LP,178.5,,10-06-2016,12.89,05-07-2016,12.67,1836.5,0.72,14512.086290000001,Completed
2016-06-23,2015,CMD.V,Commander Resources Ltd,Exploration assets/British Columbia,Bearing Lithium Corp,0.41,,10-06-2016,0.25,04-07-2016,0.3,13.29,82.42,,Completed
2016-06-22,2015,CRRDF,Cheetah Canyon Resources Corp,Eastmain River Lithium Project,Zimtu Capital Corp,,,10-06-2016,0.15,05-07-2016,0.23,2.71,,,Completed
2016-06-21,2015,BIR.TO,Birchcliff Energy Ltd,Gordondale assets,Ovintiv Inc,487.88,,10-06-2016,4.13,04-07-2016,5.02,1318.42,-0.31,,Completed
2016-06-21,2015,TKGSY,Tokyo Gas Co Ltd,Eagle Ford Shale Gas Project/TX,Virtex Producing Co LP,,,10-06-2016,10.24,01-07-2016,10.22,7874.34,1.4,,Completed
2016-06-21,2015,8001.T,ITOCHU Corp,Hickory Run Energy LLC,,,,10-06-2016,1007.13,01-07-2016,937.46,1362224.34,1.31,,Completed
2016-06-20,2015,TVE.TO,Tamarack Valley Energy Ltd,"Redwater central oil battery,Southern Alberta light oil pool",,85.0,,09-06-2016,3.61,30-06-2016,3.28,1743.48,0.16,,Completed
2016-06-20,2015,NEE,NextEra Energy Inc,Indiantown Cogeneration LP,Calypso Energy Holdings LLC,,,09-06-2016,24.91,30-06-2016,26.2,51346.97,0.63,49669111.59,Completed
2016-06-17,2015,WSP.TO,WSP Global Inc,Industrial water consultancy business,Schlumberger NV,,,06-06-2016,36.48,27-06-2016,32.27,4506.14,0.83,,Completed
2016-06-16,2015,BLK,BlackRock Inc,211-megawatt wind farm,General Electric Co,,,03-06-2016,289.72,27-06-2016,257.61,42488.17,1.2,4846.3861,Completed
2016-06-15,2015,DYN,Dynegy Inc,Atlas Power LLC,Energy Capital Partners LLC,750.0,,,,,,,-12.95,88904104.63,Completed
2016-06-14,2015,PARR,Par Pacific Holdings Inc,Hermes Consolidated LLC,Black Elk Refining LLC,271.4,,03-06-2016,15.37,24-06-2016,15.85,884.04,,,Completed
2016-06-13,2015,PWR,Quanta Services Inc,TC Backhoe & Directional LP,Enterprise Group Inc,13.23,,02-06-2016,23.21,23-06-2016,23.68,3350.16,1.63,182157.3358,Completed
2016-06-09,2015,AR,Antero Resources Corp,Portion of Marcellus Shale Property,Southwestern Energy Co,450.0,,27-05-2016,28.02,20-06-2016,28.24,9130.02,0.82,379811.0321,Completed
2016-06-08,2015,EFVIF,EF EnergyFunders Ventures Inc,Polk County Wells,,6.3,,27-05-2016,0.07,20-06-2016,0.08,39.8,-255.75,,Completed
2016-06-07,2015,0GY.DU,Gear Energy Ltd,Striker Exploration Corp,,43.56,,,,,,,2.16,,Completed
2016-06-06,2015,8001.T,ITOCHU Corp,Digital Networks Group Inc,,,,26-05-2016,1019.19,16-06-2016,932.18,1405477.66,1.31,,Completed
2016-06-06,2015,C1JT.F,Arrow Exploration Corp,Deventa Energy Inc,,,,,,,,,9.07,,Completed
2016-06-02,2015,TOBAF,TAAT Global Alternatives Inc,Texas Panhandle,Ponderosa Energy LLC/TX,0.5,,20-05-2016,2.36,13-06-2016,3.65,68.31,-0.31,,Completed
2016-06-01,2015,NVAX,NOV Inc,"Petro Tools Holding AS,Trican Completion Solutions Ltd,Tricon Completion Solutions LLC,Trican Completion Solutions LLC/Russia",Trican Well Service Ltd,40.85,,20-05-2016,104.8,13-06-2016,127.0,19751.64,-7.08,,Completed
2016-05-31,2015,EVRG,Evergy Inc,Great Plains Energy Inc,,8739.61,9.54,20-05-2016,38.42,10-06-2016,41.62,9502.65,0.24,18226228.43,Completed
2016-05-31,2015,FTXP,Foothills Exploration Inc,Foothills Petroleum Inc,,,,20-05-2016,0.04,10-06-2016,0.04,554.5,,,Completed
2016-05-26,2015,PUCCF,Carolina Rush Corp,Jefferson Gold project in South Carolina,"AI/ML Innovations Inc,Pageland Minerals Ltd,Appalachian Resources LLC",0.1,,,,,,,-30.36,,Completed
2016-05-25,2015,SING,Singlepoint Inc,Draftfury Inc,,,,,,,,,-30.61,,Completed
2016-05-23,2015,VATE,INNOVATE Corp,2 CNG Stations,Southwestern Energy Co,,,12-05-2016,-11.75,02-06-2016,-12.68,-158.16,-1.67,,Completed
2016-05-20,2015,SIE.V,Sienna Resources Inc,Clayton Valley Deep Basin Lithium Brine Projec,Pure Energy Minerals Ltd,,,09-05-2016,0.18,30-05-2016,0.15,34.45,-22.54,,Completed
2016-05-19,2015,NOVT,Novanta Inc,Reach Technology Inc,,9.4,,06-05-2016,14.15,31-05-2016,15.31,527.9,1.19,,Completed
2016-05-17,2015,PFRRF,PetroFrontier Corp,Certain Assets,Kasten Energy Inc,17.49,,06-05-2016,0.06,27-05-2016,0.05,14.23,-4.36,,Completed
2016-05-17,2015,POET,POET Technologies Inc,BB Photonics Inc,,1.89,,06-05-2016,10.0,27-05-2016,7.9,718.39,-25.22,,Completed
2016-05-16,2015,RRC,Range Resources Corp,Range Resources-Louisiana Inc,,4287.41,,05-05-2016,40.3,26-05-2016,39.53,8640.19,1.29,287697.971,Completed
2016-05-16,2015,LMR.V,Lomiko Metals Inc,La Loutre & Lac Des Iles Property,Quebec Precious Metals Corp,0.18,,05-05-2016,4.0,26-05-2016,4.0,184.26,-2.58,,Completed
2016-05-13,2015,TRAGF,TeraGo Inc,Hosting business/AirVM Inc,HyAlto Inc,,,,,,,,-5.94,,Completed
2016-05-12,2015,VM3.F,Vulcan Minerals Inc,Colchester Copper Gold Project,,,,,,,,,-1.17,,Completed
2016-05-10,2015,WCP.TO,Whitecap Resources Inc,Premium Oil Assets,Husky Energy Inc,459.4,,29-04-2016,5.81,20-05-2016,6.18,3468.67,2.35,,Completed
2016-05-10,2015,ENGI.PA,Engie SA,Green Charge Networks Energy Services LLC,,58.05,,29-04-2016,8.57,20-05-2016,8.21,19866.09,,,Completed
2016-05-10,2015,N8HP.F,Cerro de Pasco Resources Inc,9 mineral exploration properties,21Alpha Gold Resources,0.15,,29-04-2016,0.12,20-05-2016,0.09,36.96,-6.97,,Completed
2016-05-10,2015,H2T.F,Hansen Technologies Ltd,PPLSolutions LLC,PPL Corp,,,,,,,,,,Completed
2016-05-09,2015,AMLI,American Lithium Corp,1065604 BC Ltd,,1.01,,28-04-2016,4.35,19-05-2016,3.87,1009.32,-3.6,,Completed
2016-05-06,2015,PNPN.V,Power Metallic Mines Inc,Lynn & Parrsboro & Bass River projects,Cogonov Inc,1.41,,25-04-2016,1.2,16-05-2016,1.4,227.2,-47.0,,Completed
2016-05-05,2015,22F.SG,Firan Technology Group Corp,Printed circuit technology business,Teledyne Technologies Inc,9.3,,,,,,,,,Completed
2016-05-04,2015,VIASP,Via Renewables Inc,Major Energy Services LLC,National Gas & Electric LLC,40.0,,,,,,,2.83,,Completed
2016-05-04,2015,VIASP,Via Renewables Inc,Major Energy Services LLC,National Gas & Electric LLC,40.0,,,,,,,2.83,,Completed
2016-05-04,2015,VIASP,Via Renewables Inc,Provider Power LLC,,28.0,,,,,,,2.83,,Completed
