Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales,Acquirer_GHG_Emissions,Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status
02-07-2018,2017,FELE,Franklin Electric Co Inc,1124.909,16642.8104,14.7948,Green,Stationary Power Division,Green,Midtronics Inc,,,Completed
29-06-2018,2017,L,Loews Corp,13735,368558.541,26.8335,Brown,Boardwalk Pipeline Partners LP,Brown,,1504.16,3.93,Completed
28-06-2018,2017,WEC,WEC Energy Group Inc,7648.5,30284894.38,4866.8609,Brown,Bishop Hill III Wind Energy Center,Green,,143.5,,Completed
27-06-2018,2017,NOG,Northern Oil and Gas Inc,209.3197,180735.5753,863.4427,Brown,Production Asset/ Willston Basin,Brown,"Continental Resources Inc/OK,Whiting Petroleum Corp",6.37,,Completed
25-06-2018,2017,CMS,CMS Energy Corp,6583,6560220.196500001,996.5396,Brown,CMS Northwest Ohio Wind Farm,Green,Starwood Energy Group Global LLC,,,Completed
22-06-2018,2017,DAN,Dana Inc,7209,208579.3339,28.9332,Brown,TM4 Inc,Green,Hydro-Quebec,123.88,,Completed
21-06-2018,2017,BIP,Brookfield Infrastructure Partners LP,3535,426787.7135,120.732,Brown,Data centers/AT&T Inc,Brown,AT&T Inc,1100,,Completed
19-06-2018,2017,LNG,Cheniere Energy Inc,5601,2516949.051,449.3749,Brown,Cheniere Energy Partners LP Holdings LLC,Green,,575.13,,Completed
18-06-2018,2017,BTE,Baytex Energy Corp,865.591,1013986.086,1147.1652,Brown,Raging River Exploration Inc,Brown,,1492.49,6.88,Completed
12-06-2018,2017,ENPH,Enphase Energy Inc,286.166,10150.84562,35.4719,Brown,Microinverter business/SunPower Corp,Green,SunPower Corp,66.37,,Completed
31-05-2018,2017,IOSP,Innospec Inc,1306.8,363281.4026,277.9931,Brown,BioSuite LLC,Brown,,8.6,,Completed
31-05-2018,2017,PPL,PPL Corp,7447,14529431.42,1951.0449,Brown,Safari Energy LLC,Green,,,,Completed
21-05-2018,2017,NEE,NextEra Energy Inc,17173,39293829.13,2805.4869,Brown,Gulf Power Co,Neutral,Southern Co/The,5750,11.9,Completed
21-05-2018,2017,NEE,NextEra Energy Inc,17173,39293829.13,2805.4869,Brown,Pivotal Utility Holdings Inc,Neutral,Southern Co/The,530,,Completed
21-05-2018,2017,NEE,NextEra Energy Inc,17173,39293829.13,2805.4869,Brown,"Southern Co-Florida LLC,Southern Co - Oleander LLC",Brown,Southern Co/The,195,,Completed
18-05-2018,2017,AWK,American Water Works Co Inc,3357,61576.9024,22.0598,Green,Sundale Utilities Inc,Brown,,2,,Completed
17-05-2018,2017,VVV,Valvoline Inc,2084,10140.3066,4.8658,Green,Great Canadian Oil Change,Brown,,,,Completed
14-05-2018,2017,AMRC,Ameresco Inc,717.152,17007.8228,23.7158,Green,JVP Engineers PC,Neutral,,1.9,,Completed
09-05-2018,2017,SND,Smart Sand Inc,137.212,12876.56778,93.8443,Brown,Quickthree Solutions Inc,Brown,,33.27,,Completed
09-05-2018,2017,SEDG,SolarEdge Technologies Inc,607.045,21533.02657,35.4719,Brown,Certain Assets,Neutral,ES Australia Israel Holdings L,11.5,,Completed
08-05-2018,2017,SHEL,Shell PLC,305179,36710729.2,271.7385,Brown,GI Endurant LLC,Brown,,,,Completed
04-05-2018,2017,WEC,WEC Energy Group Inc,7648.5,30284894.38,4866.8609,Brown,Forward Wind Energy Center,Green,,173.9,,Completed
30-04-2018,2017,MPC,Marathon Petroleum Corp,74733,22184814.95,183.1789,Brown,Andeavor,Brown,,29019.66,10.45,Completed
26-04-2018,2017,CRK,Comstock Resources Inc,255.331,122144.8418,478.3784,Brown,Certain Assets,Neutral,"Arkoma Drilling LP,Williston Drilling LP",489.47,,Completed
26-04-2018,2017,NOG,Northern Oil and Gas Inc,209.3197,180735.5753,863.4427,Brown,Production Asset/ Willston Basin,Brown,Deutsche Rohstoff AG,50.3,,Completed
23-04-2018,2017,CNP,CenterPoint Energy Inc,9614,1902759.391,196.9028,Brown,Vectren Corp,Brown,,8053.22,13.83,Completed
16-04-2018,2017,MPC,Marathon Petroleum Corp,74733,22184814.95,183.1789,Brown,78 Express Mart Locations,Neutral,Petr-All Petroleum Consulting Corp,,,Completed
11-04-2018,2017,AWK,American Water Works Co Inc,3357,61576.9024,22.0598,Green,Nicor Energy LLC,Brown,Southern Co/The,365,,Completed
04-04-2018,2017,EXC,Exelon Corp,33586,10200734.34,751.2325,Brown,Everett LNG LLC,Brown,Engie SA,,,Completed
03-04-2018,2017,SUN,Sunoco LP,11723,18366.1874,5.8905,Green,Wholesale fuel distribution and terminal business,Neutral,Superior Plus Corp,40,,Completed
27-03-2018,2017,NRG,NRG Energy Inc,9074,25644717.16,6792.4745,Brown,XOOM Energy LLC,Brown,,210,,Completed
20-03-2018,2017,NWE,Northwestern Energy Group Inc,1305.652,3158489.219,2419.0896,Brown,Two Dot Wind Farm LLC,Green,New Jersey Resources Corp,18.5,,Completed
19-03-2018,2017,NWE,Northwestern Energy Group Inc,1305.652,3158489.219,2419.0896,Brown,NorthWestern Two Dot Wind Farm,Green,New Jersey Resources Corp,18.5,,Completed
15-03-2018,2017,SND,Smart Sand Inc,137.212,12876.56778,93.8443,Brown,Van Hook Crude Terminal LLC,Brown,Plains All American Pipeline LP,0.02,,Completed
13-03-2018,2017,TT,Trane Technologies PLC,14197.6,364845.77,46.6242,Brown,Agilis Energy LLC,Neutral,,,,Completed
02-03-2018,2017,TTE,TotalEnergies SE,149099,36255632.28,262.2683,Brown,Marathon Oil Libya Ltd,Brown,Marathon Oil Corp,450,,Completed
28-02-2018,2017,OIS,Oil States International Inc,670.627,10358.84946,15.7305,Green,Falcon Flowback Services LLC,Brown,Argonaut Private Equity LLC,85,,Completed
21-02-2018,2017,PTEN,Patterson-UTI Energy Inc,2356.684,200653.7296,105.9872,Brown,Superior QC LLC,Brown,,,,Completed
14-02-2018,2017,TTI,TETRA Technologies Inc,723.098,16848.48082,23.3004,Green,SwiftWater Energy Services LLC,Neutral,,70.32,,Completed
08-02-2018,2017,PR,Permian Resources Corp,429.235,205655.845,369.5357,Brown,4000 net acres/Lea County,Neutral,OneEnergy Partners LLC,95,,Completed
08-02-2018,2017,PEG,Public Service Enterprise Group Inc,9094,12074297.04,1500.3621,Brown,solar energy facility/7 MW,Green,BayWa r.e. GmbH,10,,Completed
24-01-2018,2017,ORA,Ormat Technologies Inc,692.812,173848.0973,256.4417,Brown,US Geothermal Inc,Green,,198.78,15.54,Completed
24-01-2018,2017,WKC,World Kinect Corp,33695.5,692985.07,20.1849,Green,Portfolio of 43 stores/Western Convenience,Neutral,Western Convenience Stores Inc,,,Completed
03-01-2018,2017,D,Dominion Energy Inc,12586,30334871.76,2673.0816,Brown,SCANA Corp,Brown,,14504.33,27.57,Completed
02-01-2018,2017,AROC,Archrock Inc,794.655,14403.5528,18.1255,Green,Archrock Partners LP,Neutral,,584.85,4.38,Completed
12-12-2017,2016,OIS,Oil States International Inc,694.444,10500.49598,15.7305,Green,GEODynamics Inc,Neutral,"Management Group,Private Investor,Lime Rock Partners LLC (Fund: Lime Rock Partners IV LP),Lime Rock Partners LLC (Fund: Lime Rock Partners V LP)",519.22,,Completed
11-12-2017,2016,CHRD,Chord Energy Corp,826.642,278103.3088,154.7814,Brown,Permian Assets/Forge Energy LLC,Neutral,Forge Energy LLC,946,,Completed
11-12-2017,2016,GLW,Corning Inc,9390,330286.1375,35.1742,Brown,Communication Markets Division,Neutral,3M Co,900,,Completed
11-12-2017,2016,NVAX,NOV Inc,15.353,339.4548351,22.11,Green,Vallourec Drilling Products USA Inc,Brown,Vallourec SA,63,,Completed
11-12-2017,2016,SEI,Solaris Energy Infrastructure,18.157,330.35564,18.1944,Green,Railtronix LLC,Brown,,,,Completed
06-12-2017,2016,DUK,Duke Energy Corp,22743,97942420.64,5571.7764,Brown,REC Solar Commercial Corp,Green,,,,Completed
05-12-2017,2016,WKC,World Kinect Corp,27015.8,545310.2429,20.1849,Green,Ondemand Energy Inc,Brown,,,,Completed
08-11-2017,2016,DK,Delek US Holdings Inc,4197.9,1079759.362,257.2142,Brown,Alon USA Partners LP,Brown,,148.62,1.77,Completed
31-10-2017,2016,NPKI,NPK International Inc,471.496,7918.600173,16.7946,Green,Well Service Group Inc,Brown,,75,,Completed
30-10-2017,2016,VST,Vistra Corp,5164,52283283.24,10124.5707,Brown,Dynegy Inc,Neutral,,10515.44,15.33,Completed
26-10-2017,2016,XIFR,XPLR Infrastructure LP,772,25553.44641,5.287,Green,4 Renewable energy assets,Green,NextEra Energy Inc,1271,,Completed
18-10-2017,2016,XOM,Exxon Mobil Corp,200628,120041438.1,598.3284,Brown,crude oil terminal/Wink,Brown,Genesis Energy LP,,,Completed
03-10-2017,2016,PEG,Public Service Enterprise Group Inc,9061,14037604.05,1500.3621,Brown,10.6 MWs-dc facility,Neutral,Solar Liberty Energy Systems Inc,25,,Completed
02-10-2017,2016,WKC,World Kinect Corp,27015.8,545310.2429,20.1849,Green,Orchard Holdings Group LLC,Neutral,Sureserve Group PLC,16.46,,Completed
25-09-2017,2016,AMSC,American Superconductor Corp,96.023,110671.8442,1152.5556,Brown,Infinia Technology Corp,Neutral,"Private Investor,Qnergy Inc",0.1,,Completed
18-09-2017,2016,ITRI,Itron Inc,2013.186,5193.0198,2.5795,Green,Itron Networked Solutions Inc,Neutral,,752.6,,Completed
08-09-2017,2016,ALE,ALLETE Inc,1339.7,7644669.672,8639.0694,Brown,Tonka Water Conditioning LLC,Neutral,,,,Completed
05-09-2017,2016,PTEN,Patterson-UTI Energy Inc,915.866,90235.61711,105.9872,Brown,MS Directional LLC,Neutral,"Denham Capital Management LP (Fund: Denham Commodity Partners Fund V LP),NGP Energy Capital Management LLC (Fund: NGP Natural Resources X LP)",262,,Completed
01-09-2017,2016,MPLX,MPLX LP,3028,305794.1672,87.7545,Brown,Certain terminal pipeline & storage assets,Brown,Marathon Petroleum Corp,1050,,Completed
28-08-2017,2016,FET,Forum Energy Technologies Inc,587.635,7947.946342,13.5253,Green,Global Tubing LLC,Neutral,Quantum Energy Partners LLC,237,,Completed
23-08-2017,2016,CPK,Chesapeake Utilities Corp,498.86,99679.31421,199.8142,Brown,Propane operating assets/Chipola,Neutral,CPGC Enterprises Inc,,,Completed
14-08-2017,2016,NBR,Nabors Industries Ltd,2227.839,237228.7389,106.4838,Brown,Tesco Corp,Neutral,,162.23,,Completed
03-08-2017,2016,D,Dominion Energy Inc,11737,32679003.94,2673.0816,Brown,2 5-megawatt solar facilities,Green,TotalEnergies SE,,,Completed
03-08-2017,2016,CPK,Chesapeake Utilities Corp,498.86,99679.31421,199.8142,Brown,Utilities asset/Western Pennsylvania,Brown,ARM Energy Management LLC,,,Completed
03-08-2017,2016,D,Dominion Energy Inc,11737,32679003.94,2673.0816,Brown,2 Solar Power Plants/Fremont & Moorings,Green,Total Holdings SAS,,,Completed
21-07-2017,2016,PWR,Quanta Services Inc,7651.319,179492.277,25.6389,Brown,"Stronghold Ltd,Stronghold Specialty Ltd",Brown,,448.78,,Completed
20-07-2017,2016,TDY,Teledyne Technologies Inc,2298.1,52704.87145,22.9341,Green,Scientific Systems Inc,Neutral,,31.3,,Completed
18-07-2017,2016,WTTR,Select Water Solutions Inc,302.399,28365.28712,93.8009,Brown,Rockwater Energy Solutions Inc,Neutral,,452.99,,Completed
10-07-2017,2016,GTY,Getty Realty Corp,115.271,1598.861571,13.8705,Green,38 fee simple & 4 leasehold properties,Neutral,Applegreen PLC,70.1,,Completed
06-07-2017,2016,VST,Vistra Corp,5164,52283283.24,10124.5707,Brown,Power Plant/TX,Neutral,,350,,Completed
05-07-2017,2016,FET,Forum Energy Technologies Inc,587.635,7947.946342,13.5253,Green,Multilift Inc,Neutral,Pelican Energy Partners LP,39.4,,Completed
05-07-2017,2016,HAL,Halliburton Co,15887,885363.8752,55.7288,Brown,Summit Esp LLC,Neutral,,,,Completed
03-07-2017,2016,NGL,NGL Energy Partners LP,11742.11,13.07524183,0.0011,Green,Propane Services LLC,Neutral,Strength Capital Partners LLC,,,Completed
30-06-2017,2016,SHEL,Shell PLC,233591,35213155,271.7385,Brown,MP2 Energy IL LLC,Brown,,,,Completed
26-06-2017,2016,ALTO,Alto Ingredients Inc,1624.758,300372.7021,184.8723,Brown,Illinois Corn Processing LLC,Neutral,,76,,Completed
19-06-2017,2016,EQT,EQT Corp,1913.338,593316.4072,258.5549,Brown,EQT RE Merger Sub Inc,Brown,,6456.71,11.19,Completed
19-06-2017,2016,OXY,Occidental Petroleum Corp,10090,10463554.07,743.488,Brown,Enhanced Oil Recovery Assets in Permian Basin,Brown,Hess Corp,600,,Completed
13-06-2017,2016,KEX,Kirby Corp,1770.673,1044237.22,589.7403,Brown,Stewart & Stevenson LLC,Brown,Parman Capital Group LLC,756.5,,Completed
05-06-2017,2016,USDP,USD Partners LP,111.125,3709.086115,33.4698,Brown,Crude oil terminal/Stroud,Brown,,,,Completed
30-05-2017,2016,SHEL,Shell PLC,233591,35213155,271.7385,Brown,"Chevron Block 6,Chevron Block 5a,Chevron Block 5e",Brown,Chevron Corp,250,,Completed
25-05-2017,2016,DTE,DTE Energy Co,10630,15885817.35,1907.4766,Brown,Gas to energy project,Brown,Fort Bend Power Producers LLC,,,Completed
11-05-2017,2016,CLH,Clean Harbors Inc,2755.226,2055097.614,645.6817,Brown,Lonestar West Inc,Neutral,,32.75,,Completed
08-05-2017,2016,TDS,Telephone and Data Systems Inc,5155,22016.3297,4.2709,Green,Sun Prairie telecommunication assets,Neutral,Sun Prairie Utilities,,,Completed
04-05-2017,2016,NVEE,NV5 Global Inc,223.91,1678.26553,7.4953,Green,Energenz LLC,Neutral,,,,Completed
03-05-2017,2016,NVAX,NOV Inc,15.353,339.4548351,22.11,Green,Drilling Technologies segment,Brown,Flotek Industries Inc,17,,Completed
02-05-2017,2016,XIFR,XPLR Infrastructure LP,772,25553.44641,5.287,Green,Golden West Wind Holdings LLC,Green,,422,,Completed
01-05-2017,2016,XOM,Exxon Mobil Corp,200628,120041438.1,598.3284,Brown,Certain Assets,Neutral,Paramount Resources TEC Ltd,43.91,,Completed
01-05-2017,2016,PR,Permian Resources Corp,116.51,43054.60767,369.5357,Brown,Oil & gas properties/Northern Delaware Basin,Brown,GMT Exploration Co LLC/CO,,,Completed
28-04-2017,2016,ETR,Entergy Corp,10845.645,35189216.57,3003.6345,Brown,361 MW natural gas-fueled electrical generation plant,Brown,Calpine Corp,222,,Completed
26-04-2017,2016,GPRE,Green Plains Inc,3410.881,1274854.587,373.7611,Brown,2 Cattle feeding operations,Brown,Cargill Inc,36.7,,Completed
25-04-2017,2016,CHRD,Chord Energy Corp,826.642,278103.3088,154.7814,Brown,North Star Water LLC,Neutral,,,,Completed
12-04-2017,2016,D,Dominion Energy Inc,11737,32679003.94,2673.0816,Brown,40-megawatt Midway II Project solar power plant,Green,Solar Frontier KK,,,Completed
29-03-2017,2016,CVE,Cenovus Energy Inc,11159,6490806.488,282.1381,Brown,Canadian conventional natural gas assets,Brown,ConocoPhillips,13196.47,,Completed
24-03-2017,2016,AEP,American Electric Power Co Inc,16380.1,49727182.45,3035.829,Brown,Conesville power plant/Ohio,Brown,Dynegy Inc,,,Completed
23-03-2017,2016,TUSK,Mammoth Energy Services Inc,230.625,4202.869125,18.2238,Green,Chieftain Sand & Proppant LLC,Brown,,36,,Completed
21-03-2017,2016,TUSK,Mammoth Energy Services Inc,230.625,4202.869125,18.2238,Green,Sturgeon Acquisitions LLC,Neutral,"Gulfport Energy Operating Corp,Wexford Capital LP,Rhino Resource Partners LP",,,Completed
13-03-2017,2016,NEXT,NextDecade Corp,0,123.2248155,,,NextDecade LLC,Green,"York Capital Management LP,Valinor Management LP,Halcyon Energy Corp Pte Ltd",,,Completed
07-03-2017,2016,BN,Brookfield Corp,24411,522582.2331,21.4077,Green,TerraForm Power Inc,Green,,4724.71,17.98,Completed
07-03-2017,2016,BN,Brookfield Corp,24411,522582.2331,21.4077,Green,TerraForm Global Inc,Green,,954.09,11.64,Completed
02-03-2017,2016,FANG,Diamondback Energy Inc,528.284,229623.5737,284.1958,Brown,Brigham Resources LLC,Brown,"Yorktown Partners LLC (Fund: Yorktown Energy Partners IX LP),Warburg Pincus LLC (Fund: Warburg Pincus Private Equity XI LP),Pine Brook Road Partners LLC (Fund: Pine Brook Capital Partners II LP)",2550,,Completed
01-03-2017,2016,MPLX,MPLX LP,3028,305794.1672,87.7545,Brown,Certain terminal pipeline & storage assets,Brown,Marathon Petroleum Corp,2015,,Completed
22-02-2017,2016,SD,SandRidge Energy Inc,392.265,170882.366,435.6299,Brown,13100 acres in Stack Formation,Neutral,"Red Mountain Energy Corp/United States,IOG Capital LP",,,Completed
13-02-2017,2016,MPLX,MPLX LP,3028,305794.1672,87.7545,Brown,Ozark pipeline,Brown,Enbridge Energy Partners LP,220,,Completed
10-02-2017,2016,SR,Spire Inc,1537.3,2671.767901,1.738,Green,PULS Inc,Neutral,,,,Completed
09-02-2017,2016,EQT,EQT Corp,1913.338,593316.4072,258.5549,Brown,53400 core net Marcellus acres,Neutral,Talos Energy Inc,527,,Completed
01-02-2017,2016,OKE,ONEOK Inc,8920.934,2500000.047,280.2397,Brown,ONEOK Partners LP,Neutral,,17377.65,11.54,Completed
01-02-2017,2016,WEC,WEC Energy Group Inc,7472.3,29138270.28,4866.8609,Brown,Bluewater gas storage facility,Brown,Plains All American Pipeline LP,230,,Completed
27-01-2017,2016,ENB,Enbridge Inc,34560,2530543.531,82.1969,Brown,Midcoast Energy Partners LP,Brown,Enbridge Energy Partners LP,170.21,200.98,Completed
19-01-2017,2016,ED,Consolidated Edison Inc,12075,3103618.47,244.2617,Brown,Juhl Energy Services Inc,Green,Juhl Energy Inc,,,Completed
19-01-2017,2016,ED,Consolidated Edison Inc,12075,3103618.47,244.2617,Brown,Ross Solar Group LLC,Green,,,,Completed
17-01-2017,2016,XOM,Exxon Mobil Corp,200628,120041438.1,598.3284,Brown,Unnamed Target,Neutral,,5600,,Completed
10-01-2017,2016,DUK,Duke Energy Corp,22743,97942420.64,5571.7764,Brown,"Rio Bravo I/CA,Rio Bravo II/CA,Wildwood Solar II/CA",Green,SunPower Corp,,,Completed
09-01-2017,2016,FET,Forum Energy Technologies Inc,587.635,7947.946342,13.5253,Green,Cooper Valves LP,Neutral,,14.5,,Completed
05-01-2017,2016,BLDP,Ballard Power Systems Inc,85.27,3059.85723,33.4705,Brown,Ballard Power Systems Europe A/S,Green,Dansk Industri Invest A/S,,,Completed
04-01-2017,2016,AR,Antero Resources Corp,3164.154,434856.2747,156.3054,Brown,Ohio Utica assets/Warrior South Area,Neutral,Rex Energy Corp,30,,Completed
03-01-2017,2016,ORA,Ormat Technologies Inc,662.591,169915.9378,256.4417,Brown,Viridity Energy Inc,Neutral,"Private Investor,Braemar Energy Ventures (Fund: Braemar Energy Ventures II LP),AltEnergy LLC,Intel Capital Corp (Fund: Intel Capital AppUp Fund)",35,,Completed
20-12-2016,2015,ATO,Atmos Energy Corp,4142.136,34561.4867,8.3439,Green,Natural gas transportation pipeline,Brown,EnLink Midstream Partners LP,,,Completed
15-12-2016,2015,CAT,Caterpillar Inc,47011,890000.1362,18.9317,Green,Kemper Valve & Fittings Corp,Neutral,,,,Completed
14-12-2016,2015,FANG,Diamondback Energy Inc,591.602,110412.3509,284.1958,Brown,"Brigham Resources Operating LLC,Brigham Resources Midstream LLC",Brown,,2408.02,,Completed
13-12-2016,2015,PTEN,Patterson-UTI Energy Inc,1891.277,173556.5501,105.9872,Brown,Seventy Seven Energy Inc,Brown,,1363.9,,Completed
23-11-2016,2015,BTE,Baytex Energy Corp,1077.544,1236120.962,1147.1652,Brown,Oil Sands Leases/Alberta,Brown,,48.2,,Completed
22-11-2016,2015,BTE,Baytex Energy Corp,1077.544,1236120.962,1147.1652,Brown,Heavy oil assets/Peace River,Brown,,48.28,,Completed
21-11-2016,2015,PEG,Public Service Enterprise Group Inc,10415,16582138.45,1500.3621,Brown,Northampton County solar energy facility/ North Carolina,Green,BayWa r.e. GmbH,12.94,,Completed
18-11-2016,2015,ALE,ALLETE Inc,1486.4,7939111.427,8639.0694,Brown,Water & Energy Systems Technology Inc,Neutral,,,,Completed
15-11-2016,2015,SM,SM Energy Co,1513.934,244725.7206,143.5291,Brown,Producing properties & Undeveloped leasehold interests/Howard County,Neutral,,,,Completed
04-11-2016,2015,BKH,Black Hills Corp,1304.605,3953611.076,2987.477,Brown,Peak View Wind project,Green,,109,,Completed
01-11-2016,2015,CCI,Crown Castle Inc,3663.851,16283.71678,4.4444,Green,"Unnamed Target,Fibernet Direct Florida LLC",Neutral,NextEra Energy Inc,1500,,Completed
01-11-2016,2015,OXY,Occidental Petroleum Corp,12480,9278730.312,743.488,Brown,Enhanced Oil Recovery Assets/Texas,Brown,,,,Completed
31-10-2016,2015,CNP,CenterPoint Energy Inc,7386,1454324.086,196.9028,Brown,Atmos Energy Marketing LLC,Neutral,Atmos Energy Corp,40,,Completed
31-10-2016,2015,NEE,NextEra Energy Inc,17486,49669111.59,2805.4869,Brown,Oncor Electric Delivery Co LLC,Neutral,Texas Energy Future Capital Holdings LLC,27,6.93,Completed
25-10-2016,2015,EQT,EQT Corp,2125.729,549617.732,258.5549,Brown,Trans Energy Inc,Brown,,47.18,,Completed
25-10-2016,2015,EQT,EQT Corp,2125.729,549617.732,258.5549,Brown,35 Marcellus wells,Brown,"Trans Energy Inc,Alpha Natural Resources Inc",,,Completed
19-10-2016,2015,OII,Oceaneering International Inc,3062.754,50457.66,17.8372,Green,Blue Ocean Technologies LLC,Neutral,,30,,Completed
18-10-2016,2015,SM,SM Energy Co,1513.934,244725.7206,143.5291,Brown,35700 acres in the Midland Basin/West Texas/US,Brown,Qstar LLC,1607.27,,Completed
18-10-2016,2015,CHRD,Chord Energy Corp,1160.145,179568.8143,154.7814,Brown,Williston Basin assets/Texas,Brown,SM Energy Co,765.8,,Completed
12-10-2016,2015,SUN,Sunoco LP,18460,22076.12248,5.8905,Green,Retail convenience store assets & wholesale fuel business,Neutral,Denny Oil Co,53,,Completed
07-10-2016,2015,SRE,Sempra,10231,8239048.483,610.7224,Brown,Spire Mississippi Inc,Brown,,,,Completed
26-09-2016,2015,TRP,TC Energy Corp,11300,13100004.45,1386.3467,Brown,Columbia Pipeline Partners LP,Brown,,2155.05,3.21,Completed
26-09-2016,2015,DTE,DTE Energy Co,10337,17111595.38,1907.4766,Brown,"Stonewall Gas Gathering LLC,Appalachia Gathering system",Brown,"M3 Midstream LLC,Vega Energy Partners LLC",1300,,Completed
15-09-2016,2015,NRG,NRG Energy Inc,14674,89490677.95,6792.4745,Brown,Wind and solar assets,Green,SunEdison Inc,144,,Completed
14-09-2016,2015,PTEN,Patterson-UTI Energy Inc,1891.277,173556.5501,105.9872,Brown,Warrior Rig Ltd,Neutral,,,,Completed
09-09-2016,2015,TTE,TotalEnergies SE,159197.4007,41752429.9,262.2683,Brown,Upstream Barnett Shale Assets,Brown,Expand Energy Corp,420,,Completed
07-09-2016,2015,DUK,Duke Energy Corp,22371,109613737.1,5571.7764,Brown,4.7 MW solar farms/Georgia,Green,SolAmerica Energy LLC,,,Completed
06-09-2016,2015,ENB,Enbridge Inc,33794,1799858.029,82.1969,Brown,Spectra Energy Corp,Brown,,42223.61,19.8,Completed
06-09-2016,2015,EOG,EOG Resources Inc,9434.416,5191570.954,550.2801,Brown,Yates Petroleum Corp,Brown,,2393.44,,Completed
26-08-2016,2015,CVX,Chevron Corp,122566,58701000.07,478.9338,Brown,SKIL businesses/North America & Europe,Neutral,Robert Bosch Stiftung GmbH,,,Completed
17-08-2016,2015,SHEL,Shell PLC,264960,71999834.78,271.7385,Brown,2 properties/Potter,Neutral,,0.65,,Completed
15-08-2016,2015,SHEL,Shell PLC,264960,71999834.78,271.7385,Brown,2 properties in Potter & Center townships,Neutral,,5.5,,Completed
09-08-2016,2015,EXC,Exelon Corp,29447,7677225.796,751.2325,Brown,James A. FitzPatrick nuclear power plant/Scriba,Brown,Entergy Corp,110,,Completed
08-08-2016,2015,SM,SM Energy Co,1513.934,244725.7206,143.5291,Brown,Rock Oil Holdings LLC,Brown,Riverstone Holdings LLC,980,,Completed
01-08-2016,2015,TSLA,Tesla Inc,4046.025,51882.65396,12.8231,Green,Tesla Energy Operations Inc/DE,Green,,5319.16,,Completed
01-08-2016,2015,RIG,Transocean Ltd,7386,1041609.654,141.0249,Brown,Transocean Partners LLC,Brown,,240.96,17.91,Completed
01-08-2016,2015,AR,Antero Resources Corp,2429.929,379811.0321,156.3054,Brown,Non-core Southern Marcellus onshore assets/US,Neutral,Equinor ASA,96,,Completed
27-07-2016,2015,EXC,Exelon Corp,29447,7677225.796,751.2325,Brown,Retail electricity & natural gas business,Brown,Consolidated Edison Inc,,,Completed
26-07-2016,2015,DUK,Duke Energy Corp,22371,109613737.1,5571.7764,Brown,Intercession P11,Neutral,Southern Co/The,,,Completed
13-07-2016,2015,FANG,Diamondback Energy Inc,591.602,110412.3509,284.1958,Brown,Southern Delaware basin assets,Green,Luxe Energy LLC,560,,Completed
12-07-2016,2015,VLO,Valero Energy Corp,81824,27368226.39,192.4603,Brown,Parkway Pipeline LLC,Neutral,Kinder Morgan Inc,,,Completed
05-07-2016,2015,XIFR,XPLR Infrastructure LP,495,2810.197354,5.287,Green,"199-MW Cedar Bluff Wind Energy Center/Kansas,86-MW Golden Hills Wind Energy Center/California",Green,NextEra Energy Inc,565,,Completed
30-06-2016,2015,VRN,Veren Inc,3006.9,2760128.652,502.3677,Brown,"Flat lake resource assets,Waterflood assets",Neutral,Husky Energy Inc,185.8,,Completed
28-06-2016,2015,MDU,MDU Resources Group Inc,4014.052,2205069.255,549.3375,Brown,Dakota Prairie Refining LLC,Brown,Calumet Specialty Products Partners LP,28.5,,Completed
28-06-2016,2015,RBA,RB Global Inc,515.875,11059.9264,21.4392,Green,Sheehan Pipe Line Construction Co,Neutral,Integrated Pipeline Services Inc,,,Completed
23-06-2016,2015,SUN,Sunoco LP,18460,22076.12248,5.8905,Green,Emerge's fuels business,Neutral,Emerge Energy Services LP,178.5,,Completed
20-06-2016,2015,NEE,NextEra Energy Inc,17486,49669111.59,2805.4869,Brown,Indiantown Cogeneration LP,Brown,Calypso Energy Holdings LLC,,,Completed
16-06-2016,2015,BLK,BlackRock Inc,11401,4846.3861,0.5499,Green,211-megawatt wind farm,Green,General Electric Co,,,Completed
13-06-2016,2015,PWR,Quanta Services Inc,7572.436,182157.3358,25.6389,Brown,TC Backhoe & Directional LP,Neutral,Enterprise Group Inc,13.23,,Completed
09-06-2016,2015,AR,Antero Resources Corp,2429.929,379811.0321,156.3054,Brown,Portion of Marcellus Shale Property,Brown,Southwestern Energy Co,450,,Completed
16-05-2016,2015,RRC,Range Resources Corp,1713.826,287697.971,167.8688,Brown,Range Resources-Louisiana Inc,Brown,,4287.41,,Completed
02-05-2016,2015,EQT,EQT Corp,2125.729,549617.732,258.5549,Brown,Statoil gas production assets,Brown,Equinor ASA,407,,Completed
02-05-2016,2015,DUK,Duke Energy Corp,22371,109613737.1,5571.7764,Brown,6 North Carolina Solar Projects,Green,Community Energy Solar LLC,,,Completed
02-05-2016,2015,EXC,Exelon Corp,29447,7677225.796,751.2325,Brown,Integrated Demand Resources Business,Neutral,Johnson Controls Inc,,,Completed
29-04-2016,2015,DNOW,DNOW Inc,3010,71882.98705,23.8097,Green,"Power Service Inc/WY,Industrial Tool & Repair Inc",Neutral,,,,Completed
27-04-2016,2015,SU,Suncor Energy Inc,29208,9604343.93,238.9831,Brown,Syncrude Canada Ltd,Brown,Murphy Oil Corp,741.54,,Completed
