Deal Announce Date,Previous Year,Acquirer Ticker,Acquirer Name,Acquirer_GHG_Emissions,Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Market_Cap_AD_mil,ROA_percent,Deal Status
23-11-2020,2019,EMR,Emerson Electric Co,163945.01,4.0934,Green,7AC Technologies Inc,Neutral,"3M Co,Private Investor,Clean Energy Venture Management LLC",,12-11-2020,67.76,03-12-2020,68.9,40051.49,1.37,Completed
16-11-2020,2019,TRP,TC Energy Corp,14427861,415.4943,Brown,TransCanada Turbines Ltd,Neutral,John Wood Group PLC,67,05-11-2020,31.09,27-11-2020,35.14,34724.57,0.84,Completed
09-11-2020,2019,CIVI,Civitas Resources Inc,111082.06,83.0334,Brown,HighPoint Resources Corp,Neutral,,9.45,29-10-2020,13.16,19-11-2020,17.51,1337.8,1.01,Completed
02-11-2020,2019,POR,General Electric Co,12954658.54,3543.61,Brown,North American Land Rod Lift business,Neutral,Schlumberger NV,,22-10-2020,33.91,12-11-2020,36.03,3655.78,0.3,Completed
19-10-2020,2019,COP,ConocoPhillips,9752666.38,273.4566,Brown,Concho Resources Inc,Neutral,,13290.68,08-10-2020,30.09,29-10-2020,25,35664.4,1.88,Completed
15-10-2020,2019,HON,Honeywell International Inc,1090292.65,10.6385,Brown,Unmanned Aerial Vehicle business/Ballard Power Systems Inc,Neutral,Ballard Power Systems Inc,,02-10-2020,151.3,26-10-2020,155.46,102485.79,1.71,Completed
13-10-2020,2019,ADN,Advent Technologies Holdings I,2441.05,3.0139,Green,Advent Technologies Inc,Neutral,,158,02-10-2020,309.9,23-10-2020,308.7,809.94,-252.72,Completed
09-10-2020,2019,GNRC,Generac Holdings Inc,68034.07,5.5527,Green,Enbala Power Networks Inc/Canada,Neutral,"Edison International,National Grid PLC,Export Development Canada,GE Ventures (Fund: GE Healthymagination Fund),Chrysalix Energy LP (Fund: Chrysalix Energy LP III),ABB Technology Ventures Ltd,Enertech Capital Partners (Fund: EnerTech Capital Partners IV LP),Obvious Management Services LLC (Fun...",,28-09-2020,190.18,19-10-2020,210.13,12252.47,2.52,Completed
07-10-2020,2019,HON,Honeywell International Inc,1090292.65,10.7042,Brown,Rocky Research,Neutral,,,25-09-2020,147.53,19-10-2020,156.76,101856.4,1.71,Completed
05-10-2020,2019,AMSC,American Superconductor Corp,52441.8,89.4942,Brown,Northeast Power Systems Inc,Neutral,,37.15,24-09-2020,12.01,15-10-2020,18.25,585.98,0.79,Completed
29-09-2020,2019,NEE,NextEra Energy Inc,45652569.37,350.025,Brown,"GridLiance GP LLC,GridLiance Holdco LP",Neutral,Blackstone Inc,660,18-09-2020,62.02,09-10-2020,67.84,130426.6,0.63,Completed
28-09-2020,2019,DVN,Devon Energy Corp,2610322.68,521.4076,Brown,WPX Energy Inc,Neutral,,5951.7,17-09-2020,7.84,08-10-2020,8.13,5006.3,2.1,Completed
18-09-2020,2019,SND,Smart Sand Inc,39479.7,703.3618,Brown,Oil & Gas Proppants Segment/Eagle Materials Inc,Brown,Eagle Materials Inc,2,04-09-2020,1.21,28-09-2020,1.23,56.13,-0.03,Completed
10-09-2020,2019,NOG,Northern Oil and Gas Inc,218113.12,480.2455,Brown,Non operated interests/Dealware,Neutral,,,28-08-2020,6.34,21-09-2020,5.2,454.17,1.28,Completed
02-09-2020,2019,OVV,Ovintiv Inc,5956212,2396.191,Brown,Partitioned Duvernay Position,Neutral,PetroChina International Canada Trading Ltd,,21-08-2020,9.9,14-09-2020,8.15,2485.7,-0.31,Completed
27-08-2020,2019,PHX,PHX Minerals Inc,13985.76,199.4831,Brown,"SCOOP/Grady County,Haynesville plays",Neutral,Red Stone Resources LLC,5.5,14-08-2020,1.97,08-09-2020,1.62,70.11,0.68,Completed
25-08-2020,2019,SOL,Emeren Group Ltd,15355477.88,130252.5904,Brown,Solar projects & accounts receivable/US,Green,,3.8,14-08-2020,1.65,04-09-2020,1.7,117.89,1.03,Completed
18-08-2020,2019,AEP,American Electric Power Co Inc,32656881.96,886.9106,Brown,Desert Sky & Trent Mesa wind facilities,Green,Invenergy Renewables LLC,,07-08-2020,73.33,28-08-2020,66.35,36820.94,0.64,Completed
17-08-2020,2019,D,Dominion Energy Inc,25578454.27,468.3015,Brown,62.5 MW Madison Solar generating facility/Virginia,Green,Cypress Creek Renewables LLC,,06-08-2020,64.88,27-08-2020,63.55,54619.63,-0.07,Completed
06-08-2020,2019,CMS,CMS Energy Corp,13509175.08,839.9416,Brown,525 MW Aviator Wind project,Green,Ares Management Corp,,24-07-2020,55.02,17-08-2020,53.17,16083.47,0.74,Completed
30-07-2020,2019,CMS,CMS Energy Corp,13509175.08,816.6438,Brown,Aviator Wind Energy Project,Green,Ares Management LLC,,17-07-2020,53.48,10-08-2020,54.95,16542.31,0.74,Completed
27-07-2020,2019,CNX,CNX Resources Corp,600510.16,459.5167,Brown,CNX Midstream Partners LP,Neutral,,323.69,16-07-2020,8.73,06-08-2020,10.44,1306.83,-1.7,Completed
24-07-2020,2019,NRG,NRG Energy Inc,21083619.32,3627.8885,Brown,Direct Energy LP,Neutral,Centrica PLC,3625,13-07-2020,28.44,03-08-2020,28.9,5811.54,2.68,Completed
23-07-2020,2019,COP,ConocoPhillips,9752666.38,223.7268,Brown,Monetary acreage,Neutral,Kelt Exploration Ltd,390,10-07-2020,33.27,03-08-2020,31.08,43591.86,1.88,Completed
21-07-2020,2019,ORA,Ormat Technologies Inc,380143.75,103.1782,Brown,Pomona Energy storage facility/Los Angeles,Neutral,AltaGas Ltd,47,10-07-2020,60.42,31-07-2020,57.84,3684.34,0.72,Completed
20-07-2020,2019,CVX,Chevron Corp,30076970.71,246.4555,Brown,Noble Energy Inc,Neutral,,12680.6,09-07-2020,67.26,30-07-2020,70.13,122038.13,1.26,Completed
20-07-2020,2019,WEC,WEC Energy Group Inc,22141602.72,902.9686,Brown,260.9-MW Blooming Grove Wind Energy Center,Green,Invenergy LLC,,09-07-2020,74.88,30-07-2020,81.49,24520.9,0.96,Completed
09-07-2020,2019,UGI,UGI Corp,2040834.79,390.3244,Brown,GHI Energy LLC,Neutral,,,26-06-2020,24.87,20-07-2020,25.73,5228.56,2.43,Completed
07-07-2020,2019,RUN,Sunrun Inc,25437.11,4.2969,Green,Vivint Solar Inc,Green,,2865.31,26-06-2020,18.58,17-07-2020,36.81,5919.92,-14.14,Completed
04-06-2020,2019,SMHI,SEACOR Marine Holdings Inc,3465.73,51.1245,Brown,SEACOSCO Offshore LLC,Neutral,COSCO SHIPPING Holdings Co Ltd,3.63,22-05-2020,1.54,15-06-2020,3.54,67.79,-3.61,Completed
18-05-2020,2019,FTK,Flotek Industries Inc,1501.08,9.1268,Brown,JP3 Measurement LLC,Neutral,,34.47,07-05-2020,4.86,28-05-2020,5.94,164.47,1.58,Completed
07-05-2020,2019,PLUG,Plug Power Inc,7545.15,1.8483,Green,"Giner Elx Inc,United Hydrogen Group Inc",Green,,,24-04-2020,4.4,18-05-2020,4.17,4082.13,-4.47,Completed
06-05-2020,2019,WTTR,Select Water Solutions Inc,85472.05,197.9069,Brown,Well chemical services business,Neutral,Baker Hughes Co,10,24-04-2020,3.75,18-05-2020,4.53,431.88,-0.12,Completed
04-05-2020,2019,NFG,National Fuel Gas Co,9219257.46,3092.5068,Brown,Upstream and Midstream Assets / Pennsylvania,Neutral,Shell PLC,504,23-04-2020,34.56,14-05-2020,33.85,2981.16,0.54,Completed
02-04-2020,2019,EMR,Emerson Electric Co,163945.01,6.8313,Green,American Governor Co,Neutral,,,20-03-2020,39.31,13-04-2020,45.64,23999.22,1.37,Completed
31-03-2020,2019,PANW,Palo Alto Networks Inc,11544.79,0.6381,Green,CloudGenix Inc,Neutral,"Charles River Ventures Inc (Fund: Charles River Partnership XV LP),Mayfield Fund LLC (Fund: Mayfield XIV LP),Bain Capital Venture Partners LLC (Fund: Bain Capital Venture Fund 2014 LP),Unknown Seller,Intel Capital Corp (Fund: Intel Capital Diversity Fund),NextEra Energy Inc (Fund: Clearsky Se...",420,20-03-2020,23.92,13-04-2020,30.49,18092.99,1.28,Completed
30-03-2020,2019,APD,Air Products and Chemicals Inc,16610073.21,407.3002,Brown,5 hydrogen steam methane reformer plants/PBF Energy,Green,PBF Energy Inc,530,19-03-2020,169.56,09-04-2020,195.93,40780.91,1.54,Completed
12-03-2020,2019,ALE,ALLETE Inc,4591359.2,1574.2163,Brown,300 MW Caddo Wind Project,Green,Greenlight Energy Resources Inc,,28-02-2020,55.5,23-03-2020,42.03,2916.6,0.75,Completed
11-03-2020,2019,EMR,Emerson Electric Co,163945.01,6.2535,Green,Verdant Environmental Technologies Inc,Neutral,,,28-02-2020,57.16,23-03-2020,33.95,26216.62,1.37,Completed
04-03-2020,2019,BX,Blackstone Inc,39166.07,1.0966,Green,NRStor C&I Inc,Neutral,"Lake Bridge Capital Inc,Fengate Capital Management Ltd (Fund: LPF Equities Fund)",,21-02-2020,51.44,16-03-2020,34.04,35717.39,1.62,Completed
11-02-2020,2019,D,Dominion Energy Inc,25578454.27,441.9013,Brown,Atlantic Coast Pipeline LLC,Neutral,Southern Co Gas,175,31-01-2020,68.36,21-02-2020,71.25,57882.73,-0.07,Completed
11-02-2020,2019,D,Dominion Energy Inc,25578454.27,441.9013,Brown,Pivotal Lng Inc,Neutral,,,31-01-2020,68.36,21-02-2020,71.25,57882.73,-0.07,Completed
24-01-2020,2019,VTOL,Bristow Group Inc,746623.1,1273.4489,Brown,Bristow Group Inc/old,Neutral,,,13-01-2020,17.9,03-02-2020,20.02,586.3,1.35,Completed
06-01-2020,2019,TDY,Teledyne Technologies Inc,65407.7,3.8942,Green,OakGate Technology Inc,Neutral,,,26-12-2019,346.43,16-01-2020,377.54,16796.36,1.4,Completed
19-12-2019,2018,CHX,ChampionX Corp,16364.42,2.7357,Green,ChampionX Holding Inc,Neutral,Ecolab Inc,492,06-12-2019,26.36,30-12-2019,32.89,5981.86,2.39,Completed
18-12-2019,2018,PHX,PHX Minerals Inc,19983.48,52.4171,Brown,700 net mineral acres,Neutral,,9.56,06-12-2019,10.98,30-12-2019,9.49,381.24,0.68,Completed
06-11-2019,2018,EPM,Evolution Petroleum Corp,17039.21,125.5838,Brown,Certain Assets,Neutral,Merit Energy Co LLC,9.5,25-10-2019,4.09,18-11-2019,3.85,135.68,-1.14,Completed
05-11-2019,2018,UBS,UBS Group AG,1479.95,0.0444,Green,Phoenix Wind Repower,Green,,,25-10-2019,9.98,15-11-2019,10.36,33314.15,0.05,Completed
25-10-2019,2018,D,Dominion Energy Inc,20896503.62,379.9355,Brown,Solar Generating Project,Green,First Solar Inc,,14-10-2019,64.04,04-11-2019,65.46,55000.13,-0.07,Completed
21-10-2019,2018,VTOL,Bristow Group Inc,833498.01,1345.4149,Brown,Aero Design Ltd,Neutral,,,10-10-2019,19.3,31-10-2019,19.34,619.51,1.35,Completed
18-10-2019,2018,DTE,DTE Energy Co,24853259,1322.0677,Brown,Gathering system & pipeline Haynesville/Louisiana,Neutral,"Indigo Natural Resources LLC,Momentum Midstream LLC",2360,07-10-2019,94.35,28-10-2019,89.53,18798.78,0.6,Completed
09-10-2019,2018,NJR,New Jersey Resources Corp,475354.36,131.7654,Brown,"Mid-Atlantic wholesale contracts,Maryland division and Sandpiper Energy Asset Management agreements",Neutral,Chesapeake Utilities Corp,,27-09-2019,37.22,21-10-2019,36.24,3607.58,1.83,Completed
08-10-2019,2018,SHEL,Shell PLC,35308345.34,259.6861,Brown,Hudson Energy Supply UK Ltd,Neutral,Just Energy Group Inc,1.83,27-09-2019,47.39,18-10-2019,46.27,135965.46,1.09,Completed
02-10-2019,2018,VTOL,Bristow Group Inc,833498.01,1438.4792,Brown,Simplex Aerospace Corp,Neutral,,,20-09-2019,21,14-10-2019,19.56,579.43,1.35,Completed
01-10-2019,2018,NVAX,NOV Inc,502.42,0.6235,Green,Denali Inc,Neutral,Patriarch Partners LLC,,20-09-2019,6.55,11-10-2019,4.56,805.83,-7.08,Completed
30-09-2019,2018,XIFR,XPLR Infrastructure LP,27777.64,7.864,Green,Meade Pipeline Co LLC,Neutral,Coterra Energy Inc,1370,19-09-2019,38.31,10-10-2019,36.07,3532.26,-0.56,Completed
30-09-2019,2018,XIFR,XPLR Infrastructure LP,27777.64,7.864,Green,Central Penn Pipeline,Neutral,AltaGas Ltd,657.02,19-09-2019,38.31,10-10-2019,36.07,3532.26,-0.56,Completed
26-09-2019,2018,NGL,NGL Energy Partners LP,15.84,0.0108,Green,Hillstone Environmental Partners LLC,Neutral,Golden Gate Capital LP,642.5,13-09-2019,11.66,07-10-2019,11.22,1470.42,0.28,Completed
26-09-2019,2018,D,Dominion Energy Inc,20896503.62,385.2514,Brown,"15 MW Myrtle Solar project,80 MW Greensville Solar facility",Green,Macquarie Group Ltd,,13-09-2019,61.89,07-10-2019,63.99,54241.21,-0.07,Completed
16-09-2019,2018,ET,Energy Transfer LP,8838.85,0.3156,Green,SemGroup Corp,Neutral,,3692.62,05-09-2019,8.19,26-09-2019,7.96,28002.81,0.86,Completed
12-09-2019,2018,DUK,Duke Energy Corp,96560349.13,1637.0431,Brown,Solar project/Texas,Green,Canadian Solar Inc,,30-08-2019,74.19,23-09-2019,76.32,58984.61,0.65,Completed
06-09-2019,2018,KMI,Kinder Morgan Inc,1722845.01,53.4158,Brown,Certain Assets,Neutral,Southcross Energy Partners LLC,76,26-08-2019,14.17,16-09-2019,14.7,32253.46,0.93,Completed
03-09-2019,2018,TDY,Teledyne Technologies Inc,61596.37,4.2524,Green,Micralyne Inc,Neutral,"FTC Technologies Inc,Unknown Seller",,23-08-2019,302.68,13-09-2019,314.76,14485.07,1.4,Completed
03-09-2019,2018,AMT,American Tower Corp,619256,6.4056,Green,Portfolio of wireless communications,Neutral,Grain Management LLC,,23-08-2019,197.01,13-09-2019,187.27,96674.85,2.01,Completed
20-08-2019,2018,VST,Vistra Corp,104042108.8,14797.0999,Brown,Ambit Energy Holdings LLC,Neutral,,475,09-08-2019,19.22,30-08-2019,21.67,7031.25,4.98,Completed
31-07-2019,2018,RUN,Sunrun Inc,33181.98,7.7001,Green,Specified customer pipeline & assembled workforce,Neutral,Omni Energy LLC,2.7,19-07-2019,19.77,12-08-2019,16.01,4309.3,-14.14,Completed
24-07-2019,2018,TTE,TotalEnergies SE,40709232.89,481.2464,Brown,Mide Technology Corp,Neutral,,,12-07-2019,39.82,05-08-2019,34.66,84591.24,0.81,Completed
24-07-2019,2018,AEP,American Electric Power Co Inc,38010092.99,976.9615,Brown,Santa Rita East Wind Project,Green,Invenergy Renewables LLC,,12-07-2019,73.49,05-08-2019,71.67,38906.44,0.64,Completed
02-07-2019,2018,UGI,UGI Corp,1735397.3,190.2948,Brown,UGI Appalachia LLC,Neutral,TC Energy Corp,1275,21-06-2019,42.34,12-07-2019,41.6,9119.52,2.43,Completed
02-07-2019,2018,TH,Target Hospitality Corp,765.57,0.8145,Green,168 room community/Midland,Neutral,ProPetro Holding Corp,,21-06-2019,9.5,12-07-2019,9.4,939.94,2.82,Completed
28-06-2019,2018,CMI,Cummins Inc,305969.7,15.0965,Brown,Hydrogenics Corp,Green,,263.28,17-06-2019,139.63,08-07-2019,145.46,20267.56,1.33,Completed
24-06-2019,2018,AROC,Archrock Inc,15828.48,13.407,Brown,Elite Compression Services LLC,Neutral,JDH Capital LLC,406.54,13-06-2019,6.61,05-07-2019,7.33,1180.61,1.56,Completed
24-06-2019,2018,EPD,Enterprise Products Partners LP,1178.5,0.0289,Green,Texas Monthly Inc,Neutral,,,13-06-2019,18.77,05-07-2019,18.87,40798.29,1.89,Completed
19-06-2019,2018,TH,Target Hospitality Corp,765.57,0.8311,Green,3 Permian basin communities/Delaware,Neutral,Superior Lodging Corp,30,07-06-2019,9.96,01-07-2019,9.43,921.14,2.82,Completed
17-06-2019,2018,VATE,INNOVATE Corp,34472.78,-358.0843,Green,Ampcng LLC,Neutral,,41,06-06-2019,-7.03,27-06-2019,-7.06,-96.27,-1.67,Completed
17-06-2019,2018,TTE,TotalEnergies SE,40709232.89,491.579,Brown,Go Electric Inc,Neutral,,,06-06-2019,37.13,27-06-2019,39.22,82813.2,0.81,Completed
11-06-2019,2018,PBF,PBF Energy Inc,7313100.59,2666.6207,Brown,Martinez refinery,Neutral,Shell PLC,1200,31-05-2019,23.96,21-06-2019,25.87,2742.46,-2.28,Completed
11-06-2019,2018,PLUG,Plug Power Inc,5775.31,2.3598,Green,EnergyOr Technologies Inc,Neutral,,,31-05-2019,2.56,21-06-2019,2.3,2447.41,-4.47,Completed
10-06-2019,2018,CRK,Comstock Resources Inc,161084.53,120.3551,Brown,Covey Park Energy LLC,Neutral,"Denham Capital Management LP (Fund: DCPF VI Oil and Gas Co-Investment Fund LP),Covey Park Holdings LLC",1947.28,30-05-2019,4.36,20-06-2019,4.89,1338.41,-0.74,Completed
05-06-2019,2018,TDY,Teledyne Technologies Inc,61596.37,5.2475,Green,Gas and flame detection business/Minnesota,Brown,3M Co,230,24-05-2019,239.74,17-06-2019,254.84,11738.21,1.4,Completed
03-06-2019,2018,TTE,TotalEnergies SE,40709232.89,501.5734,Brown,Toshiba America LNG Corp,Neutral,Toshiba Corp,15,23-05-2019,36.88,13-06-2019,37.26,81163.06,0.81,Completed
30-05-2019,2018,DUK,Duke Energy Corp,96560349.13,1837.0812,Brown,Palmer Solar project,Green,Juwi Inc,,17-05-2019,69.02,10-06-2019,68.3,52561.83,0.65,Completed
30-05-2019,2018,DUK,Duke Energy Corp,96560349.13,1837.0812,Brown,150-MW solar project/California,Green,Clearway Energy Group LLC,,17-05-2019,69.02,10-06-2019,68.3,52561.83,0.65,Completed
22-05-2019,2018,NRG,NRG Energy Inc,24788985.37,4069.7326,Brown,Retail energy business/Stream Energy Inc,Neutral,Stream Energy Inc,300,10-05-2019,31.35,03-06-2019,28.8,6091.06,2.68,Completed
22-05-2019,2018,OGE,OGE Energy Corp,14129997.23,2110.7064,Brown,AES Shady Point plant/Oklahoma,Neutral,,,10-05-2019,32.05,03-06-2019,32.56,6694.44,0.74,Completed
17-05-2019,2018,DUK,Duke Energy Corp,96560349.13,1801.8991,Brown,100MW Lapetus Solar Energy Project,Green,7x Energy Inc,,06-05-2019,70.06,28-05-2019,68.95,53588.1,0.65,Completed
16-05-2019,2018,CSIQ,Canadian Solar Inc,159679.65,130.9279,Brown,100-MW solar farm,Green,Goldman Sachs Group Inc/The,,03-05-2019,21.45,28-05-2019,17.77,1219.6,-0.1,Completed
14-05-2019,2018,NGL,NGL Energy Partners LP,15.84,0.0104,Green,Mesquite Disposals Unlimited LLC,Neutral,Mesquite SWD Inc,892.5,03-05-2019,10.83,24-05-2019,11.73,1519.74,0.28,Completed
09-05-2019,2018,OXY,Occidental Petroleum Corp,10369999.94,221.9623,Brown,Anadarko Petroleum Corp,Brown,,55162.46,26-04-2019,54.18,20-05-2019,47.24,46719.65,-0.15,Completed
08-05-2019,2018,MPLX,MPLX LP,5300000,301.9718,Brown,Andeavor Logistics LP,Neutral,Marathon Petroleum Corp,10178.07,26-04-2019,17.6,20-05-2019,17.34,17551.31,2.93,Completed
08-05-2019,2018,MPLX,MPLX LP,5300000,301.9718,Brown,Andeavor Logistics LP,Neutral,,3288.99,26-04-2019,17.6,20-05-2019,17.34,17551.31,2.93,Completed
06-05-2019,2018,TTE,TotalEnergies SE,40709232.89,485.6873,Brown,Algeria Ghana Mozambique & South Africa assets/Anadarko Petroleum Corp,Brown,Occidental Petroleum Corp,8800,25-04-2019,38.89,16-05-2019,37.77,83817.79,0.81,Completed
06-05-2019,2018,AMPY,Amplify Energy Corp,113197.86,315.5693,Brown,Amplify Energy Corp/TX,Neutral,,484.75,25-04-2019,10.36,16-05-2019,7.2,358.71,3.06,Completed
01-05-2019,2018,ULBI,Ultralife Corp,3475.37,18.8817,Brown,Southwest Electronic Energy Corp,Neutral,,,18-04-2019,10.93,13-05-2019,8.6,184.06,0.15,Completed
29-04-2019,2018,GNRC,Generac Holdings Inc,63554.44,19.3872,Brown,Pika Energy Inc,Neutral,"Clean Energy Venture Management LLC,CEI Ventures Inc (Fund: Coastal Ventures IV LP)",49.1,18-04-2019,55.02,09-05-2019,58.08,3278.17,2.52,Completed
29-04-2019,2018,HLX,Helix Energy Solutions Group Inc,18016.26,14.8094,Brown,Hampton Inn & Suites Mystic,Neutral,Hilton Worldwide Holdings Inc,,18-04-2019,8.38,09-05-2019,7.48,1216.54,0.77,Completed
23-04-2019,2018,MUR,Murphy Oil Corp,676589.76,193.9697,Brown,Deep Water Gulf of Mexico oil assets,Brown,"LLOG Exploration Offshore LLC,Llog Bluewater Holdings LLC",1375,12-04-2019,24.13,03-05-2019,21.54,3488.12,0.52,Completed
22-04-2019,2018,NOG,Northern Oil and Gas Inc,229013.78,96.0467,Brown,Williston Basin properties/Valorem Energy LLC,Neutral,Valorem Energy LLC,295,11-04-2019,23,02-05-2019,20.53,2384.4,1.28,Completed
11-04-2019,2018,REI,Ring Energy Inc,49559.59,45.8813,Brown,Northwest shelf assets/Texas,Neutral,Wishbone Energy Partners LLC,275.86,29-03-2019,5.87,22-04-2019,5.45,1080.17,2.42,Completed
11-03-2019,2018,WM,Waste Management Inc,16272145.03,446.2061,Brown,PetroWaste Environmental LP,Neutral,Tailwater Capital LLC,,28-02-2019,91.49,21-03-2019,92.6,36467.78,1.34,Completed
01-03-2019,2018,WTTR,Select Water Solutions Inc,125942.82,129.188,Brown,Gregory Rockhouse Ranch Inc,Neutral,,59.6,15-02-2019,8.76,11-03-2019,9.65,974.88,-0.12,Completed
01-03-2019,2018,WTTR,Select Water Solutions Inc,125942.82,129.188,Brown,Pro-Well Testing & Wireline Inc,Neutral,,12.4,15-02-2019,8.76,11-03-2019,9.65,974.88,-0.12,Completed
01-03-2019,2018,WTTR,Select Water Solutions Inc,125942.82,129.188,Brown,Resource Water Transfer Services LP,Neutral,,9,15-02-2019,8.76,11-03-2019,9.65,974.88,-0.12,Completed
26-02-2019,2018,REI,Ring Energy Inc,49559.59,40.7254,Brown,North central basin platform assets/Texas,Neutral,Wishbone Energy Partners LLC,291.26,15-02-2019,6.29,08-03-2019,5.95,1216.92,2.42,Completed
22-02-2019,2018,KLAC,KLA Corp,76270.38,5.4461,Green,Microsense LLC,Neutral,,,11-02-2019,96.55,04-03-2019,107.43,14004.66,5.5,Completed
19-02-2019,2018,PANW,Palo Alto Networks Inc,9071.84,0.3576,Green,Demisto Inc,Neutral,"Private Investor,Wipro Ventures Ltd (Fund: Wipro Venture Capital Fund),Slack Fund LLC,Accel Partners LP (Fund: Accel XIII LP),Greylock Partners (Fund: Greylock 15 LP),NextEra Energy Inc (Fund: Clearsky Security Fund I LLC)",560,08-02-2019,37.44,01-03-2019,40.91,25369.46,1.28,Completed
12-02-2019,2018,AEP,American Electric Power Co Inc,38010092.99,1099.0248,Brown,AEP Wind Holdings LLC,Green,Sempra,894,01-02-2019,63.36,22-02-2019,66.01,34585.29,0.64,Completed
07-02-2019,2018,VST,Vistra Corp,104042108.8,13927.0423,Brown,Crius Energy Trust,Neutral,,494.95,25-01-2019,21.2,19-02-2019,22.87,7470.51,4.98,Completed
30-01-2019,2018,CVX,Chevron Corp,33080349.48,218.4871,Brown,"Pasadena Refining System Inc,Prsi Trading LLC",Neutral,Petrobras America Inc,350,18-01-2019,87.03,11-02-2019,89,151406.39,1.26,Completed
30-01-2019,2018,NGL,NGL Energy Partners LP,15.84,0.0136,Green,Wholesale propane business,Neutral,DCP Midstream LP,,18-01-2019,8.56,11-02-2019,8.98,1167.86,0.28,Completed
18-01-2019,2018,CVI,CVR Energy Inc,2336579.18,1035.7453,Brown,CVR Refining LP,Neutral,,300.97,07-01-2019,21.12,28-01-2019,21.84,2255.94,0.68,Completed
18-01-2019,2018,SUN,Sunoco LP,13812.47,5.9864,Green,"wholesale fuel distribution business/Schmitt Sales Inc,Convenience stores/Speedway LLC",Neutral,"Marathon Petroleum Corp,Schmitt Sales Inc",50,07-01-2019,16.31,28-01-2019,17.53,2307.3,0.72,Completed
16-01-2019,2018,AMRC,Ameresco Inc,21124.06,41.0918,Brown,Maximum Solar LLC,Green,,,04-01-2019,14.54,28-01-2019,14.63,514.07,0.89,Completed
15-01-2019,2018,CE,Celanese Corp,907971.55,100.9165,Brown,Synthesis gas production unit,Brown,Linde PLC,,04-01-2019,80.09,25-01-2019,85.18,8997.26,-8.37,Completed
11-01-2019,2018,ADM,Archer-Daniels-Midland Co,7239751.97,418.6229,Brown,Florida Chemical Co Inc,Neutral,Flotek Industries Inc,175,31-12-2018,34.22,22-01-2019,36.39,17294.21,1.06,Completed
21-12-2018,2017,ARES,Ares Management Corp,745.75,0.2636,Green,3 Operating utility-scale wind facilities/Texas,Green,BP PLC,,10-12-2018,17.4,31-12-2018,14.43,2828.91,0.71,Completed
20-12-2018,2017,OGE,OGE Energy Corp,15205143.73,2490.6214,Brown,"Shady Power Plant / OK,Oklahome Cogeneration Facility / OK",Neutral,"AES Corp/The,Oklahoma Cogeneration LLC",53,07-12-2018,30.68,31-12-2018,29.71,6104.96,0.74,Completed
20-12-2018,2017,REI,Ring Energy Inc,31907.7,35.6172,Brown,Certain Assets,Neutral,Carlyle Group Inc/The,17.38,07-12-2018,7.02,31-12-2018,5.08,895.85,2.42,Completed
19-12-2018,2017,TDY,Teledyne Technologies Inc,61951.73,6.6712,Green,Scientific Imaging businesses/Roper,Neutral,Roper Technologies Inc,225,07-12-2018,204.02,31-12-2018,207.07,9286.4,1.4,Completed
19-12-2018,2017,CPK,Chesapeake Utilities Corp,226696.8,127.3921,Brown,Marlin Gas Transport Inc,Brown,,,07-12-2018,79.49,31-12-2018,72.85,1779.52,1.02,Completed
18-12-2018,2017,CPK,Chesapeake Utilities Corp,226696.8,126.4118,Brown,Propane operating assets/RF Ohl Fuel Oil Inc,Brown,RF Ohl Fuel Oil Inc,,07-12-2018,79.49,28-12-2018,71.35,1793.32,1.02,Completed
17-12-2018,2017,VVV,Valvoline Inc,10140.31,4.5807,Green,Valvoline Instant Oil Change service centers/Southern California,Brown,,,06-12-2018,19.32,27-12-2018,17.78,2213.7,3.9,Completed
12-12-2018,2017,SPXC,SPX Technologies Inc,30714.27,24.0711,Brown,Marine & obstruction lighting business/Carmanah Technologies Corp,Neutral,Carmanah Technologies Corp,57.77,30-11-2018,29.58,24-12-2018,25.5,1275.98,2.1,Completed
12-12-2018,2017,KMI,Kinder Morgan Inc,1707366.28,68.9831,Brown,Oilfield/Borden Reinecke USA,Brown,Sino GeoPhysical Co Ltd,19.57,30-11-2018,11.72,24-12-2018,10.1,24750.49,0.93,Completed
12-12-2018,2017,BKH,Black Hills Corp,3918307.12,1024.303,Brown,29MW Busch Ranch wind farm/Colorado,Green,AltaGas Ltd,16,30-11-2018,52.62,24-12-2018,47.98,3825.34,0.98,Completed
10-12-2018,2017,ENB,Enbridge Inc,8305905.16,175.6172,Brown,Leismer pipelines & Cheecham storage terminal,Neutral,Athabasca Oil Corp,197.93,29-11-2018,22.87,20-12-2018,21.46,47295.52,0.27,Completed
03-12-2018,2017,UGI,UGI Corp,2135111.27,222.7797,Brown,Retail natural gas business/South Jersey Energy Co,Brown,South Jersey Industries Inc,,21-11-2018,43.94,13-12-2018,45.16,9583.96,2.43,Completed
30-11-2018,2017,AMRC,Ameresco Inc,17007.82,31.3589,Brown,TerraNavigator LLC,Neutral,,,19-11-2018,14.37,10-12-2018,14.72,542.36,0.89,Completed
27-11-2018,2017,APH,Amphenol Corp,66150,2.7497,Green,SSI Controls Technologies,Neutral,SSI Technologies Inc,400,16-11-2018,20.87,07-12-2018,19.65,24057.01,3.48,Completed
