Announce Date,Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status,T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Price_Status
25-11-2024,SPRU,Spruce Power Holding Corp,Portfolio of 9800 residential solar systems/New Jersey,New Jersey Resources Corp,132.5,,Completed,2024-11-14,2.29,2024-12-05,2.94,Success
25-11-2024,ALCE,Alternus Clean Energy Inc,Customer contracts & service agreements/Liion LLC,Liion LLC,2.5,,Completed,2024-11-14,1.75,2024-12-05,0.99,Success
25-11-2024,SUN.V,Stardust Solar Energy Inc,Certain assets/Solar Grids Development LLC,Solar Grids Development LLC,,,Completed,2024-11-14,0.1,2024-12-05,0.12,Success
25-11-2024,NXXT,NextNRG Inc,Mobile fuel service operations/Yoshi Inc,Yoshi Inc,,,Completed,2024-11-14,2.87,2024-12-05,3.15,Success
24-11-2024,OKE,ONEOK Inc,EnLink Midstream LLC,,8631.38,8.38,Completed,,,,,No valid trading days found
21-11-2024,KRKA.BE,KOC Holding AS,StemBioSys Inc,,,,Completed,2024-11-05,21.8,2024-12-02,26.4,Success
21-11-2024,AMPS,Altus Power Inc,3.4 MW Community Solar Development Project/Maryland,Chaberton Energy Holdings Inc,,,Completed,2024-11-08,3.11,2024-12-02,4.04,Success
20-11-2024,LB,Landbridge Co LLC,Wolf Bone Ranch/Delaware,VTX Energy Partners LLC,245.0,,Completed,2024-11-08,75.39,2024-12-02,72.71,Success
19-11-2024,DTM,DT Midstream Inc,"Midwestern Gas Transmission Co,Viking Gas Transmission Co,Guardian Pipeline LLC",ONEOK Partners LP,1200.0,,Completed,2024-11-08,97.17,2024-11-29,105.34,Success
19-11-2024,HTOO,Fusion Fuel Green PLC,Quality Industrial Corp,"ILUS International Inc,Exchange Listing LLC",2.18,,Completed,,,,,No valid trading days found
14-11-2024,OVV,Ovintiv Inc,Karr Wapiti & Zama properties/Paramount Resources Ltd,Paramount Resources Ltd,2377.0,,Completed,2024-11-01,38.68,2024-11-25,45.42,Success
14-11-2024,FLEX,Flex Ltd,JETCOOL Technologies Inc,"In-Q-Tel Inc,Schooner Capital LLC,Robert Bosch Venture Capital GmbH,Raptor Group Holdings LP (Fund: RW3 Ventures I LP)",,,Completed,2024-11-01,35.48,2024-11-25,41.07,Success
13-11-2024,CTRA,Coterra Energy Inc,Certain Assets,"Franklin Mountain Energy LLC,Avant Natural Resources LLC",3950.0,,Completed,2024-11-01,22.52,2024-11-25,26.99,Success
12-11-2024,TOU.TO,Tourmaline Oil Corp,Todd Energy Canada Ltd,,215.01,,Completed,2024-11-01,62.69,2024-11-22,67.26,Success
11-11-2024,MARA,MARA Holdings Inc,372 Megawatt Capacity/Ohio,,,,Completed,2024-10-31,16.77,2024-11-21,24.18,Success
06-11-2024,FREY,Freyr Battery Inc,1350000 sq ft solar module manufacturing facility/Wilmer,Trina Solar Co Ltd,300.0,,Completed,2024-10-25,1.02,2024-11-18,2.16,Success
06-11-2024,X6U0.F,Silicon Metals Corp,Silica Ridge Silica Project/MacKenzie,Cronin Exploration Inc,0.23,,Completed,,,,,No valid trading days found
06-11-2024,X6U0.F,Silicon Metals Corp,Longworth Silica Project/George,Cronin Exploration Inc,0.13,,Completed,,,,,No valid trading days found
06-11-2024,PWH.V,PureWave Hydrogen Corp,Purewave Hydrogen Corp/US,,,,Completed,2024-10-25,0.25,2024-11-18,0.22,Success
06-11-2024,5BP.HA,Corp ACCIONA Energias Renovables SA,300 MW wind farm/Texas,,,,Completed,,,,,No valid trading days found
06-11-2024,NOW,ServiceNow Inc,Mission Secure Inc,"Motor Oil Hellas Corinth Refineries SA,University of Virginia,Macquarie Group Ltd (Fund: Macquarie Global Opportunities Partners LP),Ballast Fund/The,R/GA Ventures LLC,Felton Group LLC,Blue Bear Capital LLC (Fund: Blue Bear Capital Partners LP),Energy Innovation Capital Management LLC (Fund: ...",,,Completed,2024-10-25,950.85,2024-11-18,1005.34,Success
05-11-2024,ANA.VI,Acciona SA,Portfolio of 2 new wind farms/Texas,,202.5,,Completed,2024-10-25,122.9,2024-11-15,116.9,Success
04-11-2024,ZEOWW,Zeo Energy Corp,Certain Assets,Lumio Holdings Inc,12.92,,Completed,,,,,No valid trading days found
31-10-2024,AEE,Ameren Corp,Huck Finn Renewable Energy center/Missouri,,,,Completed,2024-10-18,88.19,2024-11-11,91.62,Success
30-10-2024,EQNR,Equinor ASA,Northern Marcellus gas unit/US,EQT Corp,1250.0,,Completed,2024-10-18,23.45,2024-11-11,22.15,Success
30-10-2024,8SW.F,Archer Ltd,Wellbore Fishing & Rental Tools LLC,,51.5,,Completed,2024-10-18,1.8,2024-11-11,1.71,Success
30-10-2024,MEY.DU,Meritage Homes Corp,Certain assets/Elliott Homes Inc,Elliott Homes Inc,,,Completed,,,,,No valid trading days found
29-10-2024,CECO,CECO Environmental Corp,Profire Energy Inc,,107.64,8.3,Completed,2024-10-18,26.86,2024-11-08,25.08,Success
24-10-2024,D,Dominion Energy Inc,Kitty Hawk North offshore wind lease area/Kitty Hawk,Avangrid Inc,160.0,,Completed,2024-10-11,54.93,2024-11-04,56.3,Success
23-10-2024,SHEL,Shell PLC,RISEC Holdings LLC,"Electricity Generating PCL,Carlyle Group Inc/The (Fund: Abingworth Bioventures 9 LP)",,,Completed,2024-10-11,67.05,2024-11-04,66.32,Success
15-10-2024,CIFR,Cipher Mining Inc,1.5 GW of Data Center/Texas,Juvo Energy Ltd,4.1,,Completed,2024-10-04,4.1,2024-10-25,5.46,Success
07-10-2024,CRC.BE,Canadian Natural Resources Ltd,"Athabasca Oil Sands Project/Alberta,Duvernay shale/Alberta","Chevron Corp,Chevron Canada Oil Sands Partnership",6500.0,,Completed,2024-09-26,28.99,2024-10-17,31.79,Success
07-10-2024,CRK,Comstock Resources Inc,Quantum Generative Materials LLC,,,,Completed,2024-09-26,10.93,2024-10-17,11.61,Success
04-10-2024,TLN,Talen Energy Corp,Nautilus Cryptomine facility,Terawulf Inc,85.0,,Completed,2024-09-23,181.36,2024-10-14,166.61,Success
04-10-2024,DSGR,Distribution Solutions Group I,ConRes Test Equipment/Continental Resources Inc,Continental Resources Inc/OK,,,Completed,2024-09-23,37.91,2024-10-14,40.12,Success
01-10-2024,SMC,Summit Midstream Corp,Tall Oak Midstream LLC,Tailwater Capital LLC,425.18,,Completed,2024-09-20,35.91,2024-10-11,36.15,Success
30-09-2024,ULBI,Ultralife Corp,Electrochem Solutions Inc,Integer Holdings Corp,50.0,,Completed,2024-09-19,9.58,2024-10-10,8.96,Success
30-09-2024,PGHN.SW,Partners Group Holding AG,Gateway EV Fleets LLC,,,,Completed,2024-09-19,1229.0,2024-10-10,1267.0,Success
26-09-2024,GEVO,Gevo Inc,Cultivate Agricultural Intelligence LLC,,6.0,,Completed,2024-09-13,1.17,2024-10-07,1.84,Success
26-09-2024,X6U0.F,Silicon Metals Corp,Ptarmigan Silica Project/Valemount,Cronin Exploration Inc,0.08,,Completed,,,,,No valid trading days found
25-09-2024,ARSLF,Altima Energy Inc,Richdale assets/Alberta,Uriel Gas Holdings Corp,0.45,,Completed,2024-09-13,0.12,2024-10-07,0.16,Success
25-09-2024,8002.T,Marubeni Corp,Eagle Ford CCS Project/Ozona CCS LLC,Ozona CCS LLC,,,Completed,,,,,Could not get price data
16-09-2024,PM7.F,Revolve Renewable Power Corp,30MWp solar project/Alberta,,,,Completed,2024-09-05,0.17,2024-09-26,0.17,Success
12-09-2024,GEVO,Gevo Inc,Ethanol production plant & carbon capture & sequestration assets/US,Red Trail Energy LLC,210.0,,Completed,2024-08-30,0.79,2024-09-23,1.47,Success
12-09-2024,APO,Apollo Global Management Inc,Freedom CNG Management LLC,,,,Completed,2024-08-30,115.07,2024-09-23,124.52,Success
11-09-2024,VNOM,Viper Energy Inc,"TWR IV SellCo LLC,TWR IV LLC","Tumbleweed Royalty IV LLC,TWR IV SellCo Parent LLC",461.0,,Completed,2024-08-30,47.05,2024-09-23,46.37,Success
10-09-2024,BEPC,Brookfield Renewable Corp,12.18 MW Wheeler Gulch Solar Project/Colorado,Caerus Piceance LLC,,,Completed,2024-08-30,27.8,2024-09-20,29.64,Success
03-09-2024,VNOM,Viper Energy Inc,Tumbleweed-Q Royalties LLC,,113.4,,Completed,2024-08-23,46.86,2024-09-13,42.47,Success
03-09-2024,VNOM,Viper Energy Inc,"MC TWR Royalties LP,MC TWR Intermediate LLC",,75.6,,Completed,2024-08-23,46.86,2024-09-13,42.47,Success
03-09-2024,BMW.DE,Bayerische Motoren Werke AG,Wind energy unit/Aeromine Technologies Inc,Aeromine Technologies Inc,,,Completed,2024-08-23,84.46,2024-09-13,73.32,Success
03-09-2024,WFRD,Weatherford International PLC,Datagration LLC,,,,Completed,2024-08-23,107.3,2024-09-13,90.93,Success
30-08-2024,FAIR.V,Fairchild Gold Corp,Goodsprings Exploration LLC,,0.5,,Completed,2024-08-19,0.03,2024-09-09,0.05,Success
29-08-2024,OKE,ONEOK Inc,Medallion Midstream LLC,Global Infrastructure Management LLC,2600.0,,Completed,2024-08-16,85.65,2024-09-09,90.13,Success
27-08-2024,TPL,Texas Pacific Land Corp,2 oil & gas mineral interests/Permian Basin,,169.0,,Completed,2024-08-16,819.56,2024-09-06,797.71,Success
22-08-2024,LHA.DE,Deutsche Lufthansa AG,ETP Thermal Dynamics LLC,Campbell Holdings Group LLC,,,Completed,2024-08-09,5.61,2024-09-02,5.85,Success
21-08-2024,EPD,Enterprise Products Partners LP,Pinon Midstream LLC,Black Bay Energy Capital LLC,950.0,,Completed,2024-08-09,27.75,2024-09-03,28.18,Success
20-08-2024,DEC,Diversified Energy Co PLC,Operated natural gas properties/Eastern Texas,,68.0,,Completed,2024-08-09,13.45,2024-08-30,12.23,Success
13-08-2024,NAHD,New Asia Holdings Inc,162 miles of Texas pipeline/Taylor Consulting,Taylor Consulting,,,Completed,2024-08-02,0.19,2024-08-23,0.35,Success
13-08-2024,PGHN.SW,Partners Group Holding AG,Grid edge distributed energy resource management system/Sunverge Energy Inc,Sunverge Energy Inc,,,Completed,2024-08-02,1105.5,2024-08-23,1229.0,Success
12-08-2024,TOU.TO,Tourmaline Oil Corp,Crew Energy Inc,,881.67,5.25,Completed,2024-08-01,57.05,2024-08-22,61.06,Success
07-08-2024,DKL,Delek Logistics Partners LP,H2O Midstream LLC,EIV Capital Management Co LLC,230.0,,Completed,2024-07-26,38.0,2024-08-19,37.0,Success
07-08-2024,EMPPF,EMP Metals Corp,Hub City Lithium Corp,ROK Resources Inc,4.05,,Completed,2024-07-26,0.21,2024-08-19,0.35,Success
06-08-2024,CEG,Constellation Energy Corp,Constellation South Texas LLC,,,,Completed,2024-07-26,174.44,2024-08-16,189.68,Success
06-08-2024,MPLX,MPLX LP,BANGL NGL pipeline/Permian,,,,Completed,2024-07-26,40.6,2024-08-16,40.76,Success
06-08-2024,ZEFI.NE,Zefiro Methane Corp,Plants & Goodwin Inc,,,,Completed,2024-07-26,1.3,2024-08-16,1.13,Success
05-08-2024,CSLRW,Complete Solaria Inc,Blue Raven Solar LLC,SunPower Corp,45.0,,Completed,,,,,No valid trading days found
01-08-2024,FOMA.SG,Fomento Economico Mexicano SAB de CV,Unnamed Target,Delek US Holdings Inc,385.0,,Completed,,,,,No valid trading days found
01-08-2024,O9B.F,Enrg Elements Ltd,Lamont Lake Uranium Project/North Saskatchewan,,0.07,,Completed,2024-07-19,0.0,2024-08-12,0.0,Success
30-07-2024,TTGXF,Trans Canada Gold Corp,4 additional multilateral wells/Canada,Canyon Park Owner LLC,,,Completed,2024-07-16,0.05,2024-08-12,0.05,Success
29-07-2024,PR,Permian Resources Corp,Certain Basin assets/Texas,Occidental Petroleum Corp,818.0,,Completed,2024-07-18,15.86,2024-08-08,14.18,Success
29-07-2024,SD,SandRidge Energy Inc,Certain Assets,,144.0,,Completed,2024-07-18,13.14,2024-08-08,12.42,Success
23-07-2024,FLS,Flowserve Corp,Intellectual Property & LNG Pumping Technology/NexGen Cryogenic Solutions Inc,Nexgen Cryogenic Solutions Inc,,,Completed,2024-07-12,48.0,2024-08-02,46.47,Success
22-07-2024,AROC,Archrock Inc,Total Operations & Production Services LLC,Apollo Global Management Inc,969.63,,Completed,2024-07-11,20.97,2024-08-01,19.05,Success
22-07-2024,DOV,Dover Corp,Marshall Excelsior Co,Harbour Group Industries Inc,395.0,,Completed,2024-07-11,180.66,2024-08-01,177.73,Success
21-07-2024,WDS,Woodside Energy Group Ltd,Tellurian Inc,,1261.4,,Completed,2024-07-10,18.61,2024-07-31,17.52,Success
17-07-2024,TBABY,Trelleborg AB,Baron Group Inc,,,,Completed,2024-07-05,23.86,2024-07-29,23.86,Success
15-07-2024,CSLRW,Complete Solaria Inc,Selected assets/Core Energy,Solgen Construction LLC,,,Completed,,,,,No valid trading days found
11-07-2024,SPRQF,Sparq Systems Inc,Amplify Consulting Partners Inc,,,,Completed,2024-06-28,0.33,2024-07-22,0.63,Success
10-07-2024,HON,Honeywell International Inc,Liquefied natural gas process technology and equipment business/Allentown,Air Products and Chemicals Inc,1810.0,,Completed,2024-06-28,210.21,2024-07-22,213.59,Success
10-07-2024,DEC,Diversified Energy Co PLC,Operated natural gas properties & related facilities/Texas,Crescent Pass Energy LLC,106.0,,Completed,2024-06-28,13.18,2024-07-22,15.82,Success
09-07-2024,SEI,Solaris Energy Infrastructure,Mobile Energy Rentals LLC,,198.63,,Completed,2024-06-28,8.46,2024-07-19,12.73,Success
09-07-2024,UTL,Unitil Corp,Bangor Natural Gas Co,Hearthstone Utilities Inc,70.9,,Completed,2024-06-28,50.64,2024-07-19,56.0,Success
08-07-2024,DVN,Devon Energy Corp,Williston Basin business/Grayson Mill Energy LLC,Grayson Mill Energy LLC,5000.0,,Completed,2024-06-27,46.19,2024-07-18,47.62,Success
05-07-2024,301158.SZ,Dezhou United Petroleum Technology Co Ltd,IAE International Inc,,4.9,,Completed,2024-06-24,11.73,2024-07-15,11.79,Success
02-07-2024,CA89055A2039.SG,Topaz Energy Corp,Natural gas & condensate facility/Musreau,Whitecap Resources Inc,73.02,,Completed,,,,,No valid trading days found
02-07-2024,PBA,Pembina Pipeline Corp,Kaybob complex/Whitecap Resources Inc,Whitecap Resources Inc,,,Completed,2024-06-21,35.5,2024-07-12,37.31,Success
30-06-2024,AMPS,Altus Power Inc,9.8 MW solar energy facilities/Massachusetts,,9.8,,Completed,2024-06-18,4.44,2024-07-10,4.2,Success
27-06-2024,GNRC,Generac Holdings Inc,PowerPlay Battery Energy Storage Systems/SunGrid Solutions Inc,Sungrid Solutions Inc,,,Completed,2024-06-14,134.97,2024-07-08,142.19,Success
24-06-2024,AMPS,Altus Power Inc,8.5 MW solar array/New Jersey,,,,Completed,2024-06-13,4.38,2024-07-05,4.02,Success
20-06-2024,NXT,NEXTracker Inc,Ojjo Inc,"NGP Energy Capital Management LLC,Ajax Strategies LLC",119.0,,Completed,2024-06-07,55.65,2024-07-01,46.12,Success
20-06-2024,HEX.L,Helix Exploration PLC,5600 acres helium deposits/Hill County,,0.24,,Completed,2024-06-07,23.0,2024-07-01,22.0,Success
12-06-2024,MTDR,Matador Resources Co,Ameredev Stateline II LLC,"Ameredev II Parent LLC,Ameredev Intermediate II LLC",1905.0,,Completed,2024-05-31,62.58,2024-06-24,58.47,Success
11-06-2024,CA00791P1071.SG,Advantage Energy Ltd,synergistic Charlie Lake & Montney assets/Canada,,323.38,,Completed,,,,,No valid trading days found
11-06-2024,1UJ0.F,Union Jack Oil PLC,Rogers Enhanced Oil Recovery Project & associated leases/Seminole,Reach Oil & Gas Co Inc,0.1,,Completed,2024-05-31,0.21,2024-06-21,0.19,Success
10-06-2024,NE,Noble Corp PLC,Diamond Offshore Drilling Inc,,2171.27,12.19,Completed,2024-05-30,44.0,2024-06-20,43.25,Success
05-06-2024,ANNAW,AleAnna Inc,AleAnna Energy LLC,,,,Completed,,,,,No valid trading days found
03-06-2024,PUMP,ProPetro Holding Corp,Aqua Prop LLC,,24.88,,Completed,2024-05-23,9.54,2024-06-13,8.58,Success
30-05-2024,KLTO,Klotho Neurosciences Inc,Strategic Asset Leasing Inc,,0.0,,Completed,2024-05-17,6.05,2024-06-10,5.51,Success
28-05-2024,COP,ConocoPhillips,Marathon Oil Corp,,22921.61,5.22,Completed,2024-05-17,119.03,2024-06-07,109.54,Success
28-05-2024,ET,Energy Transfer LP,WTG Midstream LLC,Diamondback Energy Inc,3250.0,,Completed,2024-05-17,15.11,2024-06-07,14.66,Success
22-05-2024,KMI,Kinder Morgan Inc,Oil & gas producing assets/US,,100.0,,Completed,2024-05-10,18.41,2024-06-03,18.82,Success
21-05-2024,DFCO,Dalrada Financial Corp,IV Services LLC,,,,Completed,2024-05-10,0.2,2024-05-31,0.17,Success
20-05-2024,PSX,Phillips 66,Pinnacle Midstream II LLC,Energy Spectrum Capital LP,566.0,,Completed,,,,,No valid trading days found
19-05-2024,KEGX,Key Energy Services Inc,Well servicing division/Endeavor Energy Resources LP,Endeavor Energy Resources LP,,,Completed,,,,,No valid trading days found
17-05-2024,IBE.VI,Iberdrola SA,Avangrid Inc,,2543.69,6.57,Completed,,,,,No valid trading days found
16-05-2024,CRGY,Crescent Energy Co,SilverBow Resources Inc,,2025.54,4.52,Completed,,,,,No valid trading days found
15-05-2024,LEGY.V,Legacy Gold Mines Ltd,Baner gold project/Idaho,Champion Electric Metals Inc,0.95,,Completed,,,,,No valid trading days found
13-05-2024,OKE,ONEOK Inc,Certain pipeline systems/Gulf Coast,Easton Energy LLC,280.0,,Completed,2024-05-02,74.46,2024-05-23,77.6,Success
09-05-2024,KNTK,Kinetik Holdings Inc,Durango Permian LLC,Morgan Stanley Energy Partners,315.0,,Completed,2024-04-26,37.27,2024-05-20,39.1,Success
07-05-2024,4YJ0.MU,Spartan Delta Corp,West shale basin/Alberta,,38.72,,Completed,2024-04-26,2.82,2024-05-17,2.8,Success
07-05-2024,MONI,Moon Equity Holdings Corp,Wikolo Inc,,,,Completed,2024-04-26,0.01,2024-05-17,0.01,Success
03-05-2024,FDN.BE,EnerSys,Bren-Tronics Inc,,208.0,,Completed,2024-04-22,83.86,2024-05-13,88.62,Success
30-04-2024,PWR,Quanta Services Inc,Sherman + Reilly Inc,Greenlee Textron Inc,,,Completed,2024-04-19,243.02,2024-05-10,271.22,Success
29-04-2024,TMHC,Taylor Morrison Home Corp,Pyatt Builders LLC,,,,Completed,2024-04-18,54.03,2024-05-09,59.4,Success
29-04-2024,MUSLF,Promino Nutritional Sciences I,Helios Helium Corp,,,,Completed,2024-04-18,0.15,2024-05-09,0.17,Success
27-04-2024,STR,Sitio Royalties Corp,DJ Basin Partners LLC,,150.0,,Completed,2024-04-16,22.94,2024-05-07,22.3,Success
26-04-2024,APO,Apollo Global Management Inc,US Silica Holdings Inc,,1850.0,4.32,Completed,2024-04-15,106.1,2024-05-06,109.94,Success
18-04-2024,6E0.BE,Patria Investments Ltd,Certain Assets,Raizen SA,132.86,,Completed,,,,,No valid trading days found
15-04-2024,EQNR,Equinor ASA,Non-operated natural gas assets/EQT Corp,EQT Corp,500.0,,Completed,2024-04-04,25.79,2024-04-25,25.72,Success
09-04-2024,ROXIF,Caspian Sunrise PLC,CS Energy LLC,American Securities LLC,22.64,,Completed,2024-03-28,0.01,2024-04-19,0.01,Success
08-04-2024,ELEC.V,Electric Royalties Ltd,Barbara Li Project/Ontario,"1544230 Ontario Inc,Gravel Ridge Resources Ltd,MK Exploration Services Inc",1.75,,Completed,2024-03-28,0.2,2024-04-18,0.27,Success
06-04-2024,WTRV,White River Energy Corp,Truuli Environmental Inc,,22.66,,Completed,2024-03-26,4.56,2024-04-16,3.5,Success
01-04-2024,AM,Antero Midstream Corp,Gathering & compression assets/Summit Midstream Partners LP,Summit Midstream Partners LP,70.0,,Completed,2024-03-21,13.18,2024-04-11,13.21,Success
01-04-2024,WTTR,Select Water Solutions Inc,Trinity Environmental Services LLC,,,,Completed,2024-03-21,9.07,2024-04-11,9.09,Success
29-03-2024,LUV,Southwest Airlines Co,SAFFiRE Renewables LLC,,,,Completed,2024-03-18,27.52,2024-04-08,28.15,Success
22-03-2024,MPLX,MPLX LP,Summit Midstream Utica LLC,Summit Midstream Partners LP,625.0,,Completed,2024-03-11,37.5,2024-04-01,38.14,Success
22-03-2024,REPX,Riley Exploration Permian Inc,Upstream oil & gas assets/Eddy County,Contango Oil & Gas Co,20.5,,Completed,2024-03-11,26.22,2024-04-01,32.07,Success
21-03-2024,5E8.F,Prospect Resources Ltd,Richwing Exploration Pty Ltd,Osino Resources Corp,0.75,,Completed,2024-03-08,0.04,2024-04-02,0.04,Success
20-03-2024,SUUN,SolarBank Corp,Solar Flow-Through Funds Ltd,,17.24,,Completed,,,,,No valid trading days found
20-03-2024,ENSV,Enservco Corp,Buckshot Trucking LLC,,5.0,,Completed,2024-03-08,0.19,2024-04-01,0.2,Success
19-03-2024,DEC,Diversified Energy Co PLC,Certain assets/Oaktree Capital Management LP,Oaktree Capital Management LP,410.0,,Completed,2024-03-08,11.41,2024-04-01,11.67,Success
18-03-2024,INVX,Innovex International Inc,Innovex Downhole Solutions Inc,,739.4,7.13,Completed,2024-03-07,22.49,2024-03-28,22.53,Success
15-03-2024,CWEN,Clearway Energy Inc,200 MW solar facility/Kent County,Clearway Renew LLC,112.0,,Completed,2024-03-04,20.96,2024-03-25,20.52,Success
15-03-2024,UHAL,U-Haul Holding Co,"469 E. Spaulding Ave/Pueblo West,827 Village Circle/Pueblo",,,,Completed,2024-03-04,65.49,2024-03-25,66.0,Success
14-03-2024,S4O0.F,Source Energy Services Ltd,Sand Trucking Assets/RWR Trucking Inc,RWR Trucking Inc,,,Completed,2024-03-01,5.75,2024-03-25,8.2,Success
12-03-2024,BLK,BlackRock Inc,38 solar energy & solar plus storage projects/Excelsior Energy Capital LP,Excelsior Energy Capital LP,,,Completed,2024-03-01,795.83,2024-03-22,810.59,Success
11-03-2024,EQT,EQT Corp,Equitrans Midstream Corp,,12880.88,12.38,Completed,2024-02-29,36.55,2024-03-21,33.81,Success
11-03-2024,ACA,Arcosa Inc,Ameron Pole Products LLC,NOV Inc,180.0,,Completed,2024-02-29,82.82,2024-03-21,84.96,Success
07-03-2024,DTI,Drilling Tools International Corp,Superior Drilling Products Inc,,32.2,9.02,Completed,2024-02-23,3.0,2024-03-18,2.86,Success
05-03-2024,TALO,Talos Energy Inc,Quarternorth Energy Holding Inc,,,,Completed,2024-02-23,12.95,2024-03-15,12.85,Success
01-03-2024,HA4.DU,HAL Trust,ALP Maritime Group BV,Altera Infrastructure LP,,,Completed,2024-02-19,112.66,2024-03-11,119.11,Success
29-02-2024,LUV,Southwest Airlines Co,LanzaJet Inc,,30.0,,Completed,2024-02-16,33.16,2024-03-11,33.19,Success
29-02-2024,7701.T,Shimadzu Corp,Microreactor business/Activated Research Co LLC,Activated Research Co LLC,,,Completed,2024-02-16,3808.71,2024-03-11,4128.32,Success
27-02-2024,AESI,Atlas Energy Solutions Inc,"Permian Basin proppant production assets/Hi-Crush Inc,North American logistics operations/Hi-Crush Inc",Hi-Crush Inc,450.0,,Completed,2024-02-16,17.0,2024-03-08,19.3,Success
26-02-2024,DNN,Denison Mines Corp,MaxPERF Tool Systems/Penetrators Canada Inc,Tios AS,,,Completed,2024-02-15,1.93,2024-03-07,1.96,Success
22-02-2024,EPD,Enterprise Products Partners LP,"Enterprise EF78 LLC,Whitethorn Pipeline Co LLC",Western Midstream Partners LP,375.0,,Completed,2024-02-09,24.46,2024-03-04,25.79,Success
21-02-2024,CHRD,Chord Energy Corp,Enerplus Corp,,3801.53,2.45,Completed,2024-02-09,146.27,2024-03-04,153.25,Success
21-02-2024,WEC,WEC Energy Group Inc,Samson I solar energy center/Wisconsin,,28.1,,Completed,2024-02-09,73.98,2024-03-04,76.87,Success
12-02-2024,FANG,Diamondback Energy Inc,Endeavor Energy Resources LP,,24997.05,,Completed,2024-02-01,146.21,2024-02-22,169.2,Success
12-02-2024,BEPC,Brookfield Renewable Corp,Portfolio of 84 MW solar project/Illinois,,,,Completed,2024-02-01,26.4,2024-02-22,23.34,Success
10-02-2024,SHEL,Shell PLC,45 fuel & convenience store sites/New Mexico,Brewer Oil Co,,,Completed,2024-01-30,60.71,2024-02-20,61.12,Success
09-02-2024,VTLE,Vital Energy Inc,2nd producing assets/Permian Basin,"Henry Resources LLC,Moriah Henry Partners LLC,Henry Energy LP",78.0,,Completed,2024-01-29,44.12,2024-02-20,45.69,Success
09-02-2024,MGEE,MGE Energy Inc,723.2 mw natural gas project/Wisconsin,Alliant Energy Corp,,,Completed,2024-01-29,64.21,2024-02-20,63.29,Success
06-02-2024,DNOW,DNOW Inc,Whitco Supply LLC,,185.0,,Completed,2024-01-26,10.11,2024-02-16,12.14,Success
06-02-2024,NWN,Northwest Natural Holding Co,Truxton Canyon Water Co Inc,,,,Completed,2024-01-26,36.4,2024-02-16,34.73,Success
05-02-2024,AWK,American Water Works Co Inc,Appliance Service Plan/Consumers Energy,CMS Energy Corp,,,Completed,2024-01-25,120.47,2024-02-15,121.44,Success
02-02-2024,MGEE,MGE Energy Inc,4 MW solar hybrid project west riverside energy center/Wisconsin,Alliant Energy Corp,,,Completed,2024-01-22,66.85,2024-02-12,64.35,Success
01-02-2024,BKH,Black Hills Corp,Renewable natural gas production facility/Dubuque,,,,Completed,2024-01-19,47.43,2024-02-12,49.88,Success
01-02-2024,WFRD,Weatherford International PLC,"Probe Technology Services Inc,Impact Selector International LLC",Turnbridge Capital LLC,,,Completed,2024-01-19,94.38,2024-02-12,96.75,Success
31-01-2024,AMPS,Altus Power Inc,84 MWs of commercial scale solar arrays/US,Vitol Holding BV,118.0,,Completed,2024-01-19,5.49,2024-02-12,6.92,Success
30-01-2024,WTTR,Select Water Solutions Inc,"Tri-State Water Logistics LLC,Iron Mountain Energy LLC,Facilities & recycling capacity/Rockies Region",,90.0,,Completed,2024-01-19,6.89,2024-02-09,7.36,Success
30-01-2024,NVAX,NOV Inc,Extract Production Services LLC,"White Deer Management LLC,Riata Capital Group (Fund: RCG Equity Fund II LP)",,,Completed,2024-01-19,4.05,2024-02-09,4.03,Success
25-01-2024,BP,BP PLC,Beacon Wind Holdings LLC,Equinor ASA,,,Completed,2024-01-12,32.56,2024-02-05,31.98,Success
24-01-2024,ORSTED.CO,Orsted AS,"South Fork Wind/US,Revolution Wind/US,Sunrise Wind/US",Eversource Energy,625.0,,Completed,2024-01-12,392.4,2024-02-05,377.7,Success
24-01-2024,IHAI,Innovative Holdings Alliance Inc,Premergy Inc,,11.41,,Completed,2024-01-12,0.44,2024-02-05,0.4,Success
22-01-2024,SUN,Sunoco LP,NuStar Energy LP,,6481.94,9.53,Completed,2024-01-11,54.96,2024-02-01,55.08,Success
20-01-2024,FSLR,First Solar Inc,1.2 mln sq ft facility/Troy Township,,,,Completed,2024-01-09,166.91,2024-01-30,149.03,Success
16-01-2024,TALO,Talos Energy Inc,QuarterNorth Energy Inc,,1312.46,,Completed,2024-01-05,13.71,2024-01-26,13.18,Success
12-01-2024,PROP,Prairie Operating Co,Julesberg Basin/Denver,Nickel Road Operating LLC,84.5,,Completed,2023-12-29,9.51,2024-01-22,6.18,Success
11-01-2024,EXE,Expand Energy Corp,Southwestern Energy Co,,11597.17,1.35,Completed,2023-12-29,74.75,2024-01-22,73.17,Success
11-01-2024,SUN,Sunoco LP,Zenith Energy Netherlands BV,Zenith Energy Ltd,186.17,,Completed,2023-12-29,55.41,2024-01-22,52.46,Success
11-01-2024,PROP,Prairie Operating Co,Denver Julesberg basin/Nickel Road Operating LLC,Nickel Road Operating LLC,84.5,,Completed,2023-12-29,9.51,2024-01-22,6.18,Success
