Announce Date,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status
2020-12-03,First Mining Gold Corp,East Cedartree Project,Metalore Resources Ltd,3.32,,Completed
2020-12-02,"Southern Co/The,TransAlta Corp",Skookumchuck Wind Project/Washington,,,,Completed
2020-12-01,Timken Co/The,Aurora Bearing Co,,17.3,,Completed
2020-11-23,Boralex Inc,7 solar plants/US,"Private Investor,Centaurus Renewable Energy LLC",216.18,,Completed
2020-11-23,Emerson Electric Co,7AC Technologies Inc,"3M Co,Private Investor,Clean Energy Venture Management LLC",,,Completed
2020-11-20,Boralex Inc,"Des Moulins I wind farm/Appalaches RCM,Des Moulins II wind farm/Avignon RCM,Le Plateau I wind farm/Gaspesie",Caisse de Depot et Placement du Quebec,92.85,,Completed
2020-11-20,XState Resources Ltd,Oil producing asset/Alberta,,0.36,,Completed
2020-11-19,"Eni SpA,Falck Renewables SpA",30 MW solar project/Virginia,Savion LLC,,,Completed
2020-11-17,Veolia Environnement SA,Energenix Co Inc,,,,Completed
2020-11-17,"AES Corp/The,Alberta Investment Management Corp",Spower LLC,"Unknown Seller,Stepstone Group LLC (Fund: StepStone Tactical Growth Fund II LP)",,,Completed
2020-11-16,TC Energy Corp,TransCanada Turbines Ltd,John Wood Group PLC,67.0,,Completed
2020-11-12,Energy Finders Inc,Sensortecnics Inc,,,,Completed
2020-11-09,Headwater Exploration Inc,Marten Hills Assets/Alberta,Cenovus Energy Inc,76.57,,Completed
2020-11-09,Civitas Resources Inc,HighPoint Resources Corp,,9.45,,Completed
2020-11-09,Taronis Fuels Inc,Unnamed Target,,0.8,,Completed
2020-11-09,VVC Exploration Corp,Plateau Helium Corp,,0.27,,Completed
2020-11-06,BHP Group Ltd,Shenzi Field,Hess Corp,505.0,,Completed
2020-11-05,Volatus Capital Corp,Lone Mountain Property/The,,0.56,,Completed
2020-11-05,Volatus Capital Corp,Lunar-Frog Property/The,Mineral Road Discovery Inc,0.33,,Completed
2020-11-05,Volatus Capital Corp,Williams Extension East-West/The,,0.14,,Completed
2020-11-05,Volatus Capital Corp,"Gosco Claims/The,Last Zone property/The",,0.03,,Completed
2020-11-04,Denbury Inc,North East Jackson Dome Pipeline System,Genesis Energy LP,70.0,,Completed
2020-11-04,Denbury Inc,Genesis Free State Pipeline LLC,Genesis Energy LP,22.5,,Completed
2020-11-04,Tourmaline Oil Corp,Modern Resources Inc,"EnCap Investments LP (Fund: EnCap Energy Capital Fund VIII LP),ARC Financial Corp (Fund: ARC Energy Fund 7 LP),Unknown Seller",,,Completed
2020-11-04,Tourmaline Oil Corp,Jupiter Resources Inc,,,,Completed
2020-11-02,Berkshire Hathaway Inc,Gas transmission & storage assets,Dominion Energy Inc,2700.0,,Completed
2020-11-02,General Electric Co,North American Land Rod Lift business,Schlumberger NV,,,Completed
2020-10-30,Turnkey Capital Inc,Affordable Solar Solutions LLC,,,,Completed
2020-10-29,Orsted AS,298 MW Haystack Wind project/Wayne,,,,Completed
2020-10-28,Powertap Hydrogen Capital Corp,PowerTap Hydrogen Fueling Corp,,,,Completed
2020-10-27,California Resources Corp,Joint Venture,Ares Management Corp,,,Completed
2020-10-26,Contango Oil & Gas Co,Mid-Con Energy Partners LP,,103.66,,Completed
2020-10-25,Cenovus Energy Inc,Husky Energy Inc,,8023.59,29.06,Completed
2020-10-22,Great Pacific Gold Corp,EL007504/exploration license,,21.69,,Completed
2020-10-22,Pure Extracts Technologies Cor,Pure Extract Technologies Corp/British Columbia,,,,Completed
2020-10-22,Adams Resources & Energy Inc,Victoria Express Pipeline LLC,,,,Completed
2020-10-22,Adams Resources & Energy Inc,EnLink Midstream Operating LP,,,,Completed
2020-10-21,Riley Exploration Permian Inc,Riley Exploration-Permian LLC,,175.61,777.05,Completed
2020-10-20,Pioneer Natural Resources Co,Parsley Energy Inc,,7358.29,,Completed
2020-10-19,ConocoPhillips,Concho Resources Inc,,13290.68,,Completed
2020-10-19,Electricite de France SA,4.5 GW pipeline solar development assets,Geenex Solar LLC,,,Completed
2020-10-16,AltaGas Ltd,Petrogas Energy Corp,,542.47,,Completed
2020-10-15,Prospector Metals Corp,206 mineral claims/Schefferville,,0.32,,Completed
2020-10-15,"AES Corp/The,Fluence Energy LLC,Siemens Energy AG",Advanced Microgrid Solutions LLC,"Southern Co/The,Private Investor,AGL Energy Ltd,Macquarie Capital USA Inc,GE Ventures (Fund: GE Healthymagination Fund),DBL Investors LLC (Fund: DBL Partners III LP),Energy Impact Partners LP (Fund: Energy Impact Fund LP)",,,Completed
2020-10-15,Honeywell International Inc,Unmanned Aerial Vehicle business/Ballard Power Systems Inc,Ballard Power Systems Inc,,,Completed
2020-10-14,TRU Precious Metals Corp,Twilite Gold Project,GBC Grand Exploration Inc,0.1,,Completed
2020-10-13,Advent Technologies Holdings I,Advent Technologies Inc,,158.0,,Completed
2020-10-11,"Clal Insurance Enterprises Holdings Ltd,Migdal Insurance & Financial Holdings Ltd,Poalim Capital Markets Ltd,OPC Energy Ltd",Competitive Power Ventures Inc,Global Infrastructure Management LLC,630.0,,Completed
2020-10-09,Genie Energy Ltd,Orbit Energy Ltd,,2.21,,Completed
2020-10-09,Generac Holdings Inc,Enbala Power Networks Inc/Canada,"Edison International,National Grid PLC,Export Development Canada,GE Ventures (Fund: GE Healthymagination Fund),Chrysalix Energy LP (Fund: Chrysalix Energy LP III),ABB Technology Ventures Ltd,Enertech Capital Partners (Fund: EnerTech Capital Partners IV LP),Obvious Management Services LLC (Fun...",,,Completed
2020-10-09,Turner Valley Oil & Gas Inc,Bloomi Labs LLC,,,,Completed
2020-10-07,FOBI AI INC,Intellectual Property Assets/Digital2GO Media Networks Inc,Digital2GO Media Networks Inc,0.34,,Completed
2020-10-07,Prospector Metals Corp,Campbell Lake gold project/Armstrong,,0.01,,Completed
2020-10-07,Honeywell International Inc,Rocky Research,,,,Completed
2020-10-05,Romeo Power Inc,Romeo Systems Inc,"BorgWarner Inc,Republic Services Inc,Private Investor,HG Ventures Inc",384.0,,Completed
2020-10-05,American Superconductor Corp,Northeast Power Systems Inc,,37.15,,Completed
2020-10-01,Casella Waste Systems Inc,Pinto Trucking Service Inc,,,,Completed
2020-09-30,Trans Canada Gold Corp,Dinorwic Gold Property/Ontario,,0.57,,Completed
2020-09-29,NextEra Energy Inc,"GridLiance GP LLC,GridLiance Holdco LP",Blackstone Inc,660.0,,Completed
2020-09-29,US Energy Corp,Operated & non-operated oil producing assets,FieldPoint Petroleum Corp,0.5,,Completed
2020-09-28,Devon Energy Corp,WPX Energy Inc,,5951.7,14.07,Completed
2020-09-28,Aero Energy Ltd,Federal Gold Corp,,1.83,,Completed
2020-09-28,Inter Pipeline Ltd,Milk River pipeline system/Plains Midstream Canada ULC,Plains All American Pipeline LP,,,Completed
2020-09-28,Acciona SA,240MW Texas Solar Farm/Texas,Black & Veatch Corp,,,Completed
2020-09-24,Conquest Resources Ltd,Canadian Continental Exploration Corp,,2.32,,Completed
2020-09-24,Verde Bio Holdings Inc,Portfolio of mineral & royalty interests/Texas,,0.09,,Completed
2020-09-24,Charah Solutions Inc,Gibbons Creek Steam Electric Station & Reservoir/Grimes County,Texas Municipal Power Agency,,,Completed
2020-09-24,374Water Inc,374Water Systems Inc,,,,Completed
2020-09-23,Crowdstrike Holdings Inc,Preempt Security Inc,"Private Investor,NextEra Energy Inc (Fund: ClearSky Power & Technology Fund I LLC),Intel Capital Corp (Fund: Intel Capital Diversity Fund),General Catalyst Partners LLC (Fund: General Catalyst Group VIII LP),Blackstone Inc (Fund: GSO Capital Solutions Fund III LP)",96.0,,Completed
2020-09-23,PGS ASA,3 new GeoStreamer 3D surveys offshore,,,,Completed
2020-09-22,Power Corp of Canada,Portfolio of 17 MW Solar Project,Pine Gate Renewables LLC,,,Completed
2020-09-21,Prospector Metals Corp,Savant Lake gold property,Capella Minerals Ltd,0.15,,Completed
2020-09-21,DCC PLC,NES Group Inc/Connecticut,,,,Completed
2020-09-18,Smart Sand Inc,Oil & Gas Proppants Segment/Eagle Materials Inc,Eagle Materials Inc,2.0,,Completed
2020-09-15,Western Sierra Resource Corp,Mystere Power Group LLC,,,,Completed
2020-09-14,"Koninklijke Vopak NV,BlackRock Inc (Fund: Global Energy & Power Infrastructure Fund I LP)",3 major industrial terminals/US Gulf Coast,Dow Inc,620.0,,Completed
2020-09-13,Linear Minerals Corp,Gold exploration property/Red Lake Mining District,Geomap Exploration Inc,0.49,,Completed
2020-09-10,Northern Oil and Gas Inc,Non operated interests/Dealware,,,,Completed
2020-09-09,Novaccess Global Inc,StemVax LLC,Innovest Global Inc,2.8,,Completed
2020-09-09,BayWa AG,Enable Energy Inc,,,,Completed
2020-09-08,Eos Energy Enterprises Inc,Eos Energy Storage LLC,"Oakley Capital Ltd,Holtec International Corp,AltEnergy LLC,Fisher Brothers Management Co LLC",217.0,,Completed
2020-09-08,Argo Corp,Steer Business/Exelorate Enterprises LLC,Exelon Corp,3.2,,Completed
2020-09-08,AXP Energy Ltd,Portfolio of producing oil & gas leases,Trey Exploration Inc,1.9,,Completed
2020-09-04,Tombill Mines Ltd,Tombill Mines Ltd/old,,11.14,,Completed
2020-09-04,Jiangsu Nata Opto-electronic Material Co Ltd,Patent assets/DDP Specialty Electronic Materials US 9 LLC,DuPont de Nemours Inc,,,Completed
2020-09-02,Nostra Terra Oil & Gas Co PLC,Caballos Creek Oil Field/Texas,"Oro Resources LLC,Oro East Tx LLC",0.43,,Completed
2020-09-02,Ovintiv Inc,Partitioned Duvernay Position,PetroChina International Canada Trading Ltd,,,Completed
2020-08-31,Whitecap Resources Inc,NAL Resources Ltd,Manulife Financial Corp,116.48,,Completed
2020-08-27,Falck Renewables SpA,Building Energy Holding US LLC,Building Energy SpA,32.5,,Completed
2020-08-27,PHX Minerals Inc,"SCOOP/Grady County,Haynesville plays",Red Stone Resources LLC,5.5,,Completed
2020-08-26,Volatus Capital Corp,More Creek Project/British Columbia,Tower Resources Ltd,0.14,,Completed
2020-08-26,San Juan Offshore LLC,Arena Energy LLC,,,,Completed
2020-08-25,Superior Plus Corp,Rymes Heating Oils Inc,,159.0,,Completed
2020-08-25,Emeren Group Ltd,Solar projects & accounts receivable/US,,3.8,,Completed
2020-08-21,Reunion Neuroscience Inc,Field Trip Psychedelics Inc,,,,Completed
2020-08-20,Taronis Fuels Inc,MagneGas IP LLC,Taronis Technologies Inc,0.37,,Completed
2020-08-19,AI/ML Innovations Inc,Salu Design Group Inc,,0.49,,Completed
2020-08-18,Guardian Exploration Inc,Mount Cameron Property/Mayo Mining District,"Management Group,DG Resource Management Ltd",0.06,,Completed
2020-08-18,DGR Global Ltd,Ripple Resources Ltd,Armour Energy Ltd,,,Completed
2020-08-18,American Electric Power Co Inc,Desert Sky & Trent Mesa wind facilities,Invenergy Renewables LLC,,,Completed
2020-08-17,Dominion Energy Inc,62.5 MW Madison Solar generating facility/Virginia,Cypress Creek Renewables LLC,,,Completed
2020-08-14,RiskOn International Inc,Certain machinery & equipment assets/Rabb Resources Ltd,Rabb Resources Ltd,3.45,,Completed
2020-08-14,Cona Resources Ltd,Strath Resources Ltd,,,,Completed
2020-08-13,Delek Logistics Partners LP,Incentive Distribution Rights/Delek US,Delek US Holdings Inc,529.0,,Completed
2020-08-12,Southwestern Energy Co,Montage Resources Corp,,868.53,4.65,Completed
2020-08-11,Linear Minerals Corp,Bald Eagle Silver Property/British Columbia,Geomap Exploration Inc,0.07,,Completed
2020-08-10,Canadian Natural Resources Ltd,Painted Pony Energy Ltd,,356.67,,Completed
2020-08-06,CMS Energy Corp,525 MW Aviator Wind project,Ares Management Corp,,,Completed
2020-08-06,Kansai Electric Power Co Inc/The,525 MW Aviator Wind project,Ares Management Corp,,,Completed
2020-08-03,"Tokyo Gas Co Ltd,Castleton Commodities International LLC",Terryville upstream assets/Louisiana,Range Resources Corp,245.0,,Completed
2020-08-02,Seven & i Holdings Co Ltd,Speedway LLC,Marathon Petroleum Corp,21000.0,,Completed
2020-07-30,CMS Energy Corp,Aviator Wind Energy Project,Ares Management LLC,,,Completed
2020-07-29,Tokyo Gas Co Ltd,Castleton Resources LLC,,,,Completed
2020-07-29,Tokyo Gas Co Ltd,514 MW Aktina Solar PV power plant/Wharton County,Hecate Energy LLC,,,Completed
2020-07-27,CNX Resources Corp,CNX Midstream Partners LP,,323.69,2.88,Completed
2020-07-24,NRG Energy Inc,Direct Energy LP,Centrica PLC,3625.0,,Completed
2020-07-23,ConocoPhillips,Monetary acreage,Kelt Exploration Ltd,390.0,,Completed
2020-07-23,Rubis SCA,Texas Elementary Principals & Supervisors Association,Societe Financiere et Immobiliere Petrofrance SA,,,Completed
2020-07-21,Ormat Technologies Inc,Pomona Energy storage facility/Los Angeles,AltaGas Ltd,47.0,,Completed
2020-07-21,Crestview Exploration Inc,7 lode claims/Divide Mine project,,,,Completed
2020-07-20,Chevron Corp,Noble Energy Inc,,12680.6,,Completed
2020-07-20,Extreme Biodiesel Inc,North Star Homes LLC,,,,Completed
2020-07-20,WEC Energy Group Inc,260.9-MW Blooming Grove Wind Energy Center,Invenergy LLC,,,Completed
2020-07-17,Ensign Energy Services Inc,Trinidad Drilling International,Halliburton Co,33.4,,Completed
2020-07-15,Innergex Renewable Energy Inc,6 23 MW wind farms / Idaho,Terna Energy SA,56.69,,Completed
2020-07-14,Advantagewon Oil Corp,Oil Well /Providence of Alberta,,0.0,,Completed
2020-07-09,Goliath Resources Ltd,6 significant mineral claims blocks,,1.52,,Completed
2020-07-09,UGI Corp,GHI Energy LLC,,,,Completed
2020-07-07,Sunrun Inc,Vivint Solar Inc,,2865.31,,Completed
2020-07-07,Lithium One Metals Inc,Bellechasse-Timmins property,Delta Resources Ltd,1.55,,Completed
2020-07-05,Berkshire Hathaway Inc,"Cove Point LNG LP,Iroquois Gas Transmission System LP,Eastern Gas Transmission & Storage Inc,Dominion Energy Carolina Gas Transmission LLC",Dominion Energy Inc,8000.0,,Completed
2020-07-03,I3 Energy PLC,Producing & non producing petroleum assets/Gain Energy Ltd,Gain Energy Ltd,58.99,,Completed
2020-07-01,Enviva Inc,Wood pellet production plant/Greenwood,Enviva Pellets Greenwood Holdings II LLC,175.0,,Completed
2020-06-30,Peak Discovery Capital Ltd,Certain oil & gas facilties wells & rights,,0.1,,Completed
2020-06-29,Crestview Exploration Inc,Aeromagnetic data for the Castile Mountain Project,Edcon-Prj Inc,,,Completed
2020-06-22,W&T Offshore Inc,Oil-weighted producing property,ConocoPhillips,,,Completed
2020-06-18,Enviva Inc,Enviva Pellets Greenwood Holdings II LLC,,172.0,,Completed
2020-06-16,Delta Lithium Ltd,East canyon uranium vanadium project/Utah,,,,Completed
2020-06-16,"Keskinainen Elakevakuutusyhtio Ilmarinen,Akuo Energy SAS,AIP Realty Trust,Taaleri Paaomarahastot Oy (Fund: Taaleri SolarWind II SCSp-RAIF)",336 MW wind farm/Texas,,,,Completed
2020-06-11,Power Corp of Canada,Portfolio of renewable power,DREAM Unlimited Corp,,,Completed
2020-06-11,S&P Global Inc,242.3-MW Logan facility/Gloucester County,,,,Completed
2020-06-10,SOW GOOD INC,Freeze drier technology/US,S-FDF LLC,,,Completed
2020-06-08,Xfuels Inc,Cycle Energy Industries Inc,,,,Completed
2020-06-05,Petrolia Energy Corp,28000 acres of oil producing assets/Alberta,Blue Sky Resources Ltd/ Canada,2.01,,Completed
2020-06-04,SEACOR Marine Holdings Inc,SEACOSCO Offshore LLC,COSCO SHIPPING Holdings Co Ltd,3.63,,Completed
2020-06-03,Power Corp of Canada,Portfolio of 10.4 MW solar community/Minnesota,Emeren Group Ltd,,,Completed
2020-06-02,US Solar Fund PLC/Fund,Portfolio of 61MW DC solar plants/Oregon,,,,Completed
2020-06-01,AGC Inc,Manufacturing facility/Boulder,AstraZeneca PLC,,,Completed
2020-05-28,Belmont Resources Inc,Come By Chance Property,,0.02,,Completed
2020-05-27,Taronis Fuels Inc,TGS/US,,8.0,,Completed
2020-05-22,Advantagewon Oil Corp,Four wells,,4.19,,Completed
2020-05-21,Southern Co/The,Beech Ridge II Wind Facility,Invenergy LLC,,,Completed
2020-05-19,HTC Purenergy Inc,KF Hemp Corp,,14.4,,Completed
2020-05-18,Flotek Industries Inc,JP3 Measurement LLC,,34.47,,Completed
2020-05-18,Delek Logistics Partners LP,Trucking asset/Delek US Holdings Inc,Delek US Holdings Inc,14.16,,Completed
2020-05-17,Adams Resources & Energy Inc,CTL Transportation LLC,Comcar Industries Inc,,,Completed
2020-05-15,Patriot Transportation Holding Inc,Certain Assets,Danfair Transport LLC,,,Completed
2020-05-14,Clairvest Group Inc,O&M business/SunPower,SunPower Corp,,,Completed
2020-05-11,Diversified Energy Co PLC,Certain upstream & midstream assets,EQT Corp,105.0,,Completed
2020-05-08,Global Clean Energy Holdings Inc,Alon Bakersfield Property Inc,Delek US Holdings Inc,40.0,,Completed
2020-05-07,Plug Power Inc,"Giner Elx Inc,United Hydrogen Group Inc",,,,Completed
2020-05-06,Select Water Solutions Inc,Well chemical services business,Baker Hughes Co,10.0,,Completed
2020-05-05,Soluna Holdings Inc,Intellectual property/Giga Watt Inc,Giga Watt Inc/Washington,0.2,,Completed
2020-05-04,HighPeak Energy Inc,HPK Energy LP,,785.96,,Completed
2020-05-04,National Fuel Gas Co,Upstream and Midstream Assets / Pennsylvania,Shell PLC,504.0,,Completed
2020-05-04,Cunningham Natural Resources C,"HNR Oil Services LLC,HNR Financial LLC,Houston Natural Resources Inc",,,,Completed
2020-05-04,Berkshire Hathaway Inc,Montana Alberta Tie Line/US,Enbridge Inc,,,Completed
2020-05-03,KLX Energy Services Holdings Inc,Quintana Energy Services Inc,,105.92,,Completed
2020-05-03,Blackstone Inc,Aypa Power LLC,,,,Completed
2020-04-24,Indigenous Roots Corp,Edison Power Co,,1.13,,Completed
2020-04-24,ROK Resources Inc,Certain producing oil & gas assets/Southeastern Saskatchewan,,0.05,,Completed
2020-04-23,Spartan Delta Corp,Bellatrix Exploration Ltd,,77.42,,Completed
2020-04-22,SPI Energy Co Ltd,1.9 MW solar project/Oregon,,,,Completed
2020-04-20,Clearway Energy Inc,Repowering Partnership II LLC,,70.0,,Completed
2020-04-20,Calima Energy Ltd,Tommy Lakes property,,0.48,,Completed
2020-04-14,Crestview Exploration Inc,Divide Mine,Geological Services Inc,0.03,,Completed
2020-04-13,Tourmaline Oil Corp,Glacier gas plant,Advantage Energy Ltd,71.78,,Completed
2020-04-10,ASTMAX Co Ltd,Just Energy Japan KK,Just Energy Group Inc,,,Completed
2020-04-10,Empire Petroleum Corp,Certain oil & gas properties/Houston,"Pardus Oil & Gas LLC,Pardus Oil & Gas Operating GP LLC",,,Completed
2020-04-02,Emerson Electric Co,American Governor Co,,,,Completed
2020-04-01,Crestwood Equity Partners LP,NGL terminal assets,Plains All American Pipeline LP,160.0,,Completed
2020-03-31,Palo Alto Networks Inc,CloudGenix Inc,"Charles River Ventures Inc (Fund: Charles River Partnership XV LP),Mayfield Fund LLC (Fund: Mayfield XIV LP),Bain Capital Venture Partners LLC (Fund: Bain Capital Venture Fund 2014 LP),Unknown Seller,Intel Capital Corp (Fund: Intel Capital Diversity Fund),NextEra Energy Inc (Fund: Clearsky Se...",420.0,,Completed
2020-03-31,Delek Logistics Partners LP,Big Spring gathering system,Delek US Holdings Inc,45.47,,Completed
2020-03-31,RiskOn International Inc,Banner Midstream Corp,White River Energy Corp,16.33,,Completed
2020-03-30,Air Products and Chemicals Inc,5 hydrogen steam methane reformer plants/PBF Energy,PBF Energy Inc,530.0,,Completed
2020-03-30,I3 Energy PLC,Toscana Energy Income Corp,,16.96,,Completed
2020-03-26,Orbital Infrastructure Group I,Reach Construction Group LLC,,35.0,,Completed
2020-03-26,Block Energy PLC,Schlumberger Rustaveli Co Ltd,Schlumberger NV,,,Completed
2020-03-25,DCC PLC,Amerilab Technologies Inc,,,,Completed
2020-03-17,Brookfield Renewable Corp,TerraForm Power Inc,,1837.76,7.94,Completed
2020-03-17,Linear Minerals Corp,"Kokanee Creek Property,Independence Gold Property",Geomap Exploration Inc,0.38,,Completed
2020-03-16,Invinity Energy Systems PLC,Avalon Battery Corp,,1042.95,,Completed
2020-03-16,Capital Power Corp,Buckthorn Wind farm,John Laing Group Ltd,69.0,,Completed
